Attempt	Real
clas-sroom	class-room
licence	li-cence
nowhere	no-where
ob-vious-ly	ob-vi-ous-ly
ashamed	a-shamed
pre-pared	prepared
elect	e-lect
ele-ven	e-lev-en
dan-gerous	dan-ger-ous
ju-n-ior	jun-ior
pri-m-ary	pri-ma-ry
delighted	de-light-ed
re-cord	rec-ord
id-en-ti-ty	i-den-ti-ty
al-together	al-to-geth-er
con-tainer	con-tain-er
dow-nstairs	down-stairs
prot-ec-tion	pro-tec-tion
dying	dy-ing
ele-gant	el-e-gant
ci-garette	cig-a-rette
elec-tri-ci-ty	e-lec-tric-i-ty
cus-to-mer	cus-tom-er
viol-ence	vi-o-lence
cir-cumstance	cir-cum-stance
mach-in-e-ry	ma-chin-er-y
mus-i-cian	mu-si-cian
au-to-mati-cal-ly	au-to-mat-i-cal-ly
em-ployer	em-ploy-er
ter-rib-ly	ter-ri-bly
cycle	cy-cle
carelessly	care-less-ly
value	val-ue
whether	wheth-er
u-ser	us-er
chari-ty	char-i-ty
pro-per	prop-er
agree	a-gree
pack-aging	pack-ag-ing
grand-parent	grand-par-ent
look through	look through
burnt	burnt
de-fini-tion	def-i-ni-tion
writer	writ-er
re-com-mend	rec-om-mend
flooded	flooded
teacher	teach-er
go to	go to
drugs-tore	drug-store
beyond	be-yond
en-thu-sias-ti-cal-ly-	en-thu-si-as-ti-cal-ly
behind	be-hind
beh-alf	behalf
ag-ree-ment	a-gree-ment
seven	sev-en
cou-sin	cous-in
re-produce	re-pro-duce
react	re-act
mys-te-r-ious	mys-te-ri-ous
smok-ing	smoking
per-manent-ly	per-ma-nent-ly
bas-i-cal-ly	ba-si-cal-ly
criti-cal	crit-i-cal
phy-si-cal	phys-i-cal
dan-cer	danc-er
frigh-ten	fright-en
man-a-ger	man-ag-er
dic-tion-ary	dic-tion-ar-y
lan-dscape	land-scape
me-tal	met-al
go off	go off
val-ua-ble	val-u-a-ble
ad-opt	a-dopt
oc-cur to	oc-cur to
ben-eath	be-neath
a-tom	at-om
pac-k-age	pack-age
nat-u-r-al	nat-u-ral
ms	ms
open	o-pen
look up to	look up to
elec-tion	e-lec-tion
mrs	mrs
red-uc-tion	re-duc-tion
pass away	pass away
agent	a-gent
gen-tle-man	gent-le-man
di-s-ap-point-ment	dis-ap-point-ment
get round to	get round to
in-e-vi-tab-ly	in-ev-i-ta-bly
con-fu-sing	con-fus-ing
fif-tieth	fif-ti-eth
he-si-tate	hes-i-tate
bother	both-er
em-ployee	em-ploy-ee
rela-tive-ly	rel-a-tive-ly
Words with errors: 231
Total evluated: 659
