Attempt	Real
ap-petite	ap-pe-tite
ge-o-mag-net-i-cal-ly	ge-o-mag-ne-ti-cal-ly
k-ismet	kis-met
s-tu-dious	stu-di-ous
painter	paint-er
u-n-ad-dressed	un-ad-dressed
struc-tural-ly	struc-tur-al-ly
gloat-ing	gloating
re-formist	re-form-ist
backspace	back-space
ap-pel-lan-t	ap-pel-lant
d-if-fract	dif-fract
de-mo-graph-ic-s	dem-o-graph-ics
talon	tal-on
preva-len-t	prev-a-lent
parent-age	par-ent-age
hab-it-able	hab-it-a-ble
or-tho-doxy	or-tho-dox-y
cata-ton-ic	cat-a-ton-ic
macro-cos-m	mac-ro-cosm
hy-gien-ic	hy-gi-en-ic
sub-servience	sub-ser-vi-ence
catas-tro-phe	ca-tas-tro-phe
di-nosaur	di-no-saur
plenipo-ten-tiary	plen-i-po-ten-ti-ar-y
ref-er-ee-ing	re-fe-ree-ing
dis-abil-i-ty	dis-a-bil-i-ty
junkie	jun-kie
for-syth-ia	for-syth-i-a
in-flat-able	in-flat-a-ble
the-is-m	the-ism
dither	dith-er
pleas-an-t	pleas-ant
dis-burse-men-t	dis-burse-ment
un-fet-tered	unfettered
s-panker	spank-er
at-tach-men-t	at-tach-ment
sec-re-tar-iat	sec-re-tar-i-at
caliper	cal-i-per
im-prison	im-pris-on
over-throw	o-ver-throw
mis-rep-re-sen-t	mis-rep-re-sent
sac-risty	sac-ris-ty
zoo-plank-ton	zo-o-plank-ton
dol-drum-s	dol-drums
fil-a-men-t	fil-a-ment
s-in-cere	sin-cere
wapi-ti	wap-i-ti
grasshop-per	grass-hop-per
twister	twist-er
frag-men-tary	frag-men-tar-y
sou-venir	sou-ve-nir
di-ver-sion-ary	di-ver-sion-ar-y
ovu-la-tion	ov-u-la-tion
poly-thene	pol-y-thene
im-pe-cu-nious	im-pe-cu-ni-ous
s-e-lec-tive-ly	se-lec-tive-ly
s-can-dal	scan-dal
s-mirk	smirk
millinery	mil-li-ner-y
promi-nent-ly	prom-i-nent-ly
e-quidis-tan-t	e-qui-dis-tant
spir-i-tu-al	spir-it-u-al
omen	o-men
s-pace-craft	space-craft
essence	es-sence
glam-orous	glam-or-ous
luke-war-m	luke-warm
un-suit-able	un-suit-a-ble
stealth-ily	stealth-i-ly
promis-cu-ity	prom-is-cu-i-ty
tele-scope	tel-e-scope
nifty	nif-ty
tele-vi-sion	tel-e-vi-sion
s-i-nu-soidal	si-nus-oi-dal
phleg-m	phlegm
even-tu-al	e-ven-tu-al
s-noop	snoop
s-trate-gi-cal-ly	stra-te-gi-cal-ly
s-toope-d	stooped
quiet-ness	qui-et-ness
mea-sure-men-t	meas-ure-ment
cys-t	cyst
dig-ni-tary	dig-ni-tar-y
cretin	cre-tin
de-men-t	de-ment
min-istry	min-is-try
i-nar-tic-u-late	in-ar-tic-u-late
out-stretched	outstretched
coun-ter-ac-t	coun-ter-act
wicked	wick-ed
s-lug-gard	slug-gard
pikestaff	pike-staff
de-nial	de-ni-al
nitwit	nit-wit
p-light	plight
epi-logue	ep-i-logue
pseudony-mous	pseu-don-y-mous
i-n-ac-cu-rate	in-ac-cu-rate
lever	lev-er
aver	a-ver
hexag-o-nal	hex-ag-o-nal
pyra-mid	pyr-a-mid
ox-i-dan-t	ox-i-dant
ori-en-t	o-ri-ent
over-pow-er	o-ver-pow-er
dis-senter	dis-sent-er
grapeshot	grape-shot
debonair	deb-o-nair
wastrel	wast-rel
feu-dal-is-m	feu-dal-ism
be-fal-l	be-fall
hon-esty	hon-es-ty
op-ti-mis-m	op-ti-mism
enor-mi-ty	e-nor-mi-ty
n-erve	nerve
bug-gered	buggered
lethar-gy	leth-ar-gy
epis-temic	ep-i-ste-mic
sym-po-sium	sym-po-si-um
opine	o-pine
carafe	ca-rafe
dis-con-ti-nu-ity	dis-con-ti-nu-i-ty
trigonom-e-try	trig-o-nom-e-try
chimera	chi-me-ra
budgeri-gar	budg-er-i-gar
pro-gressed	progressed
batik	ba-tik
aqualung	aq-ua-lung
zealot	zeal-ot
s-tat-ue	stat-ue
devo-tee	dev-o-tee
g-lyc-erol	glyc-er-ol
im-muno-sup-pres-sive	im-mu-no-sup-pres-sive
im-per-son-ator	im-per-son-a-tor
hermeneu-tic	her-me-neu-tic
raver	rav-er
s-nuff-box	snuff-box
u-n-avoid-able	un-a-void-a-ble
e-h	eh
dis-rup-t	dis-rupt
ben-der	bend-er
mon-u-men-t	mon-u-ment
e-s-prit	es-prit
hypochon-dri-a	hy-po-chon-dri-a
prophet-ic	pro-phet-ic
re-dis-cov-ery	re-dis-cov-er-y
cin-e-matog-ra-phy	cin-e-ma-tog-ra-phy
dis-union	dis-un-ion
polem-i-cal	po-lem-i-cal
physique	phy-sique
aque-ous	a-que-ous
py-rotech-nic-s	py-ro-tech-nics
s-tan-dard	stand-ard
s-lug	slug
ori-en-tal-is-m	o-ri-en-tal-ism
prof-itabil-i-ty	prof-it-a-bil-i-ty
repa-tri-ate	re-pa-tri-ate
ini-tial-ly	in-i-tial-ly
s-traight-for-ward-ly	straight-for-ward-ly
pla-gia-ris-m	pla-gia-rism
loca-tive	loc-a-tive
so-ci-olin-guis-tic-s	so-ci-o-lin-guis-tics
plan-e-tary	plan-e-tar-y
scrip-t	script
p-re-sen-ta-tion-al	pres-en-ta-tion-al
bio-di-ver-si-ty	bi-o-di-ver-si-ty
repa-tri-a-tion	re-pa-tri-a-tion
es-tu-ary	es-tu-ar-y
chap-s	chaps
painful	pain-ful
im-politic	im-pol-i-tic
above	a-bove
rein-sur-ance	re-in-sur-ance
sauna	sau-na
tour-na-men-t	tour-na-ment
s-plin-ter	splin-ter
s-cores	scores
squadron	squad-ron
reper-toire	rep-er-toire
defini-tive-ly	de-fin-i-tive-ly
or-ga-nize	or-gan-ize
reclu-sive	re-clu-sive
pig-men-t	pig-ment
aster	as-ter
epi-cure	ep-i-cure
penal-ty	pen-al-ty
de-cryp-t	de-crypt
in-fan-t	in-fant
t-int-ed	tinted
elec-troneg-a-tive	e-lec-tro-neg-a-tive
s-nook-er	snook-er
bac-te-rio-phage	bac-te-ri-o-phage
sunken	sunk-en
across	a-cross
flut-ter-ing	fluttering
hit-table	hit-ta-ble
c-on-cil-i-ate	con-cil-i-ate
hap-py-goluck-y	hap-py-go-luck-y
regi-cide	reg-i-cide
mandible	man-di-ble
out-landish	out-land-ish
plumy	plum-y
top-i-ary	to-pi-ar-y
sala-man-der	sal-a-man-der
recorder	re-cord-er
ca-cophonous	ca-coph-o-nous
carmine	car-mine
tel-l	tell
mul-ti-pro-ces-sor	mul-ti-proc-es-sor
brawny	brawn-y
ex-tra-galac-tic	ex-tra-ga-lac-tic
porta-bil-i-ty	port-a-bil-i-ty
sev-ered	severed
racial-ly	ra-cial-ly
gazette	ga-zette
cata-ma-ran	cat-a-ma-ran
posse	pos-se
aphid	a-phid
n-u-mis-mat-ic	nu-mis-mat-ic
at-trac-t	at-tract
bungee	bun-gee
dis-avow	dis-a-vow
ji-u-jit-su	jiu-jit-su
a-tone-men-t	a-tone-ment
en-trap-men-t	en-trap-ment
wind-mil-l	wind-mill
stager	stag-er
e-voca-tive	e-voc-a-tive
moral-i-ty	mo-ral-i-ty
taskmas-ter	task-mas-ter
tidi-ness	ti-di-ness
s-moother	smooth-er
n-ear-sight-ed	near-sight-ed
en-light-en-men-t	en-light-en-ment
tele-vise	tel-e-vise
en-gage-men-t	en-gage-ment
mi-crocode	mi-cro-code
laager	laa-ger
codex	co-dex
base-men-t	base-ment
shrub-bery	shrub-ber-y
forest-ed	forested
mem-o-rable	mem-o-ra-ble
pi-ran-ha	pi-ra-nha
quaf-f	quaff
mas-tery	mas-ter-y
huffy	huff-y
vestibule	ves-ti-bule
an-tipa-thy	an-tip-a-thy
mela-tonin	mel-a-to-nin
philoso-pher	phi-los-o-pher
n-erd	nerd
legged	leg-ged
telling	tell-ing
s-to-ical	sto-i-cal
in-no-cen-t	in-no-cent
gig-gling	giggling
e-vic-t	e-vict
pre-de-ter-mined	predetermined
mori-bund	mor-i-bund
be-lit-tling	belittling
pre-tender	pre-tend-er
mis-s	miss
tal-en-t	tal-ent
hi-jack-ing	hi-jac-king
penol-o-gy	pe-nol-o-gy
clash-ing	clashing
impi	im-pi
frailty	frail-ty
poly-math	pol-y-math
karate	ka-ra-te
phy-lac-tery	phy-lac-ter-y
c-og-nizan-t	cog-ni-zant
break-able	break-a-ble
tute-lary	tu-te-lar-y
fruity	fruit-y
in-farc-t	in-farct
im-pair-men-t	im-pair-ment
mul-ti-for-m	mul-ti-form
tute-lage	tu-te-lage
u-nau-dit-ed	un-au-dit-ed
floaty	float-y
soli-tude	sol-i-tude
vex-ing	vexing
co-in-ci-den-t	co-in-ci-dent
mega-volt	meg-a-volt
cheater	cheat-er
talkie	talk-ie
de-con-struc-t	de-con-struct
the-saurus	the-sau-rus
re-al-is-m	re-al-ism
sur-vivor	sur-vi-vor
sec-tar-i-an-is-m	sec-tar-i-an-ism
preg-nan-t	preg-nant
lol-l	loll
s-teer	steer
di-elec-tric	di-e-lec-tric
peas-an-t	peas-ant
karakul	kar-a-kul
em-bez-zle-men-t	em-bez-zle-ment
ovoid	o-void
baldy	bald-y
grass-root-s	grass-roots
cru-ci-for-m	cru-ci-form
aor-tic	a-or-tic
doyen	doy-en
styrene	sty-rene
o-nion	on-ion
sabra	sa-bra
solid-ly	sol-id-ly
chal-lenger	chal-leng-er
poly-graph	pol-y-graph
sewage	sew-age
bribery	brib-er-y
ar-guable	ar-gu-a-ble
u-n-ac-cept-ably	un-ac-cept-a-bly
m-i-lieu	mi-lieu
in-fras-truc-tural	in-fra-struc-tur-al
trea-sure	treas-ure
toma-to	to-ma-to
frilly	frill-y
sinewy	sin-ew-y
la-ten-t	la-tent
en-chant-men-t	en-chant-ment
gourmet	gour-met
woody	wood-y
as-tro-nau-tic-s	as-tro-nau-tics
drainage	drain-age
c-it-rus	cit-rus
chore-a	cho-re-a
spec-tropho-tome-ter	spec-tro-pho-tom-e-ter
ri-ot-ing	ri-o-ting
gan-g-ly	gan-gly
taber-na-cle	tab-er-nac-le
quirky	quirk-y
iron-mon-ger	i-ron-mon-ger
un-con-trol-lable	un-con-trol-la-ble
macrophage	mac-ro-phage
seaborne	sea-borne
rigid-i-fy	ri-gid-i-fy
in-con-sid-er-able	in-con-sid-er-a-ble
busy-body	bus-y-bod-y
bumper	bump-er
ketchup	ketch-up
e-jec-t	e-ject
adap-t	a-dapt
s-nub	snub
over-write	o-ver-write
cowslip	cow-slip
rub-bery	rub-ber-y
ukulele	u-ku-le-le
hearti-ly	heart-i-ly
undiplo-mat-ic	un-dip-lo-mat-ic
s-tra-tus	stra-tus
dairy-ing	dair-y-ing
pyra-mi-dal	py-ram-i-dal
ru-mi-nan-t	ru-mi-nant
quar-t	quart
in-dic-t	in-dict
pachy-der-m	pach-y-derm
com-plainan-t	com-plain-ant
ped-a-gogy	ped-a-go-gy
over-load-ed	overloaded
s-laugh-ter	slaugh-ter
winger	wing-er
tele-pho-to	tel-e-pho-to
prebendary	preb-en-dar-y
cop-pery	cop-per-y
flood-ing	flooding
sym-bol-is-m	sym-bol-ism
over-wrought	o-ver-wrought
en-trench-men-t	en-trench-ment
in-hibitor	in-hib-i-tor
rar-efac-tion	rar-e-fac-tion
con-cussed	concussed
awak-en	a-wak-en
var-ie-gat-ed	var-i-e-gat-ed
cob-we-b	cob-web
wa-ter-fal-l	wa-ter-fall
boun-teous	boun-te-ous
there-about-s	there-a-bouts
in-fil-l	in-fill
hooray	hoo-ray
eggshel-l	egg-shell
mono-gram	mon-o-gram
over-writ-ing	overwriting
necro-mancer	nec-ro-man-cer
s-chem-ing	schem-ing
glan-s	glans
on-ag-er	on-a-ger
s-tarfish	star-fish
con-fir-m	con-firm
er-a	e-ra
plan-gen-t	plan-gent
paci-fis-m	pac-i-fism
un-demo-crat-ic	un-dem-o-crat-ic
un-prece-dent-ed	un-prec-e-dent-ed
s-nob-bery	snob-ber-y
s-teer-ing	steer-ing
ves-ti-gial	ves-tig-i-al
green-ery	green-er-y
flow-ery	flow-er-y
im-per-turbable	im-per-turb-a-ble
ringlet	ring-let
lanky	lank-y
d-e-ductible	de-duct-i-ble
cham-p	champ
de-bat-able	de-bat-a-ble
helpline	help-line
un-easi-ness	un-eas-i-ness
dearie	dear-ie
sinker	sink-er
math-s	maths
thau-maturge	thau-ma-turge
s-teeple-jack	stee-ple-jack
maya	ma-ya
aque-duc-t	aq-ue-duct
arach-noid	a-rach-noid
as-trin-gen-t	as-trin-gent
s-noop-ing	snooping
s-toep	stoep
y-olk	yolk
para-mount	par-a-mount
over-shoot	o-ver-shoot
lurid	lu-rid
glasshouse	glass-house
lectern	lec-tern
cor-rup-t	cor-rupt
vo-cab-u-lary	vo-cab-u-lar-y
re-spectabil-i-ty	re-spect-a-bil-i-ty
more-over	more-o-ver
sideshow	side-show
hook-ing	hooking
volup-tuous	vo-lup-tu-ous
re-tiree	re-tir-ee
apoc-a-lypse	a-poc-a-lypse
merid-i-an	me-rid-i-an
con-scrip-t	con-script
poly-mor-phis-m	pol-y-mor-phism
re-plen-ish-men-t	re-plen-ish-ment
fa-ther-ing	fathering
con-juror	con-ju-ror
lessor	les-sor
p-salmist	psalm-ist
borstal	bor-stal
balder-dash	bal-der-dash
re-gret-table	re-gret-ta-ble
heart-en-ing	heartening
mis-align-men-t	mis-a-lign-ment
virus	vi-rus
how-itzer	how-itz-er
weary-ing	wea-ry-ing
er-bium	er-bi-um
s-ta-tis-ti-cal	sta-tis-ti-cal
dullard	dull-ard
por-ta-ble	port-a-ble
s-car	scar
trust-ed	trusted
no-body	no-bod-y
record-ing	re-cord-ing
physic	phys-ic
barter	bar-ter
s-caf-fold	scaf-fold
per-mit-ting	permitting
dis-mal-l-y	dis-mal-ly
sub-terfuge	sub-ter-fuge
pes-simis-m	pes-si-mism
frip-pery	frip-per-y
cir-cum-lo-cu-to-ry	cir-cum-loc-u-to-ry
heather	heath-er
odome-ter	o-dom-e-ter
er-gonom-ic	er-go-nom-ic
syl-labary	syl-la-bar-y
hi-ero-glyph	hi-er-o-glyph
chas-m	chasm
beloved	be-lov-ed
take-away	take-a-way
dyad	dy-ad
duo-de-num	du-o-de-num
d-if-fi-cul-ty	dif-fi-cul-ty
s-light	slight
pi-anis-si-mo	pi-a-nis-si-mo
cathar-tic	ca-thar-tic
undis-guised	un-dis-guised
en-vi-ron-men-tal-is-m	en-vi-ron-men-tal-ism
shal-l	shall
archetype	ar-che-type
ev-ery-day	eve-ry-day
fron-t	front
s-tub-born	stub-born
vol-un-tary	vol-un-tar-y
com-man-dan-t	com-man-dant
sim-per-ing	simpering
charis-ma	cha-ris-ma
un-for-giv-able	un-for-giv-a-ble
s-ap	sap
de-lin-eation	de-lin-e-a-tion
i-n-ad-mis-si-ble	in-ad-mis-si-ble
b-o-rate	bo-rate
y-oung	young
roast-ed	roasted
un-ob-serv-able	un-ob-serv-a-ble
grumpy	grump-y
whomev-er	whom-ev-er
ir-re-proach-able	ir-re-proach-a-ble
oc-cu-pan-t	oc-cu-pant
margina-li-a	mar-gi-na-li-a
s-toop	stoop
spooky	spook-y
caprice	ca-price
triv-ial	triv-i-al
melee	me-lee
painkiller	pain-kil-ler
s-ludge	sludge
over-ful-l	o-ver-full
s-lat-ted	slat-ted
s-cen-t	scent
as-cetic	as-cet-ic
in-fect-ed	in-fec-ted
herbal-ist	herb-al-ist
cir-cum-ven-t	cir-cum-vent
hin-t	hint
guardian	guard-i-an
i-n-ac-cu-ra-cy	in-ac-cu-ra-cy
over-win-ter	o-ver-win-ter
un-charis-mat-ic	un-char-is-mat-ic
odd-s	odds
un-scrupu-lous	un-scru-pu-lous
blue-bel-l	blue-bell
s-moth-ered	smothered
u-n-ac-knowl-edged	un-ac-knowl-edged
sepi-a	se-pi-a
ra-dia-tive	ra-di-a-tive
n-im-ble-ness	nim-ble-ness
ty-pog-ra-pher-s	ty-po-gra-phers
di-rec-t	di-rect
ouster	oust-er
ar-madil-lo	ar-ma-dil-lo
majesty	maj-es-ty
out-sel-l	out-sell
pota-to	po-ta-to
bac-teri-um	bac-te-ri-um
math-e-mat-ic-s	math-e-mat-ics
s-nag	snag
pro-pa-gan-da	prop-a-gan-da
jerky	jerk-y
pauci-ty	pau-ci-ty
un-de-tectable	un-de-tect-a-ble
voodoo	voo-doo
misty	mist-y
diminu-tive	di-min-u-tive
baili-wick	bail-i-wick
semi-cir-cu-lar	sem-i-cir-cu-lar
robin	rob-in
as-cen-der	as-cend-er
re-trac-t	re-tract
de-sir-able	de-sir-a-ble
geno-ci-dal	gen-o-cid-al
s-mug-gling	smuggling
col-lec-tivis-m	col-lec-tiv-ism
felo-nious	fe-lo-ni-ous
crum-by	crumb-y
es-capist	es-cap-ist
g-narl	gnarl
pre-dom-i-nan-t	pre-dom-i-nant
in-es-timable	in-es-ti-ma-ble
enig-mat-ic	en-ig-mat-ic
moder-ni-ty	mo-der-ni-ty
har-m	harm
li-censee	li-cen-see
pome-lo	pom-e-lo
crum-b	crumb
s-mashed	smashed
chas-ten-ing	chastening
avari-cious	av-a-ri-cious
charge-able	charge-a-ble
laugh-able	laugh-a-ble
over-man-tel	o-ver-man-tel
g-lut	glut
demon-strate	dem-on-strate
reaf-fir-ma-tion	re-af-fir-ma-tion
con-ceal-men-t	con-ceal-ment
breather	breath-er
recom-mence	re-com-mence
s-cour	scour
tangy	tang-y
