Attempt	Real
plenipo-ten-tiary	plen-i-po-ten-ti-ar-y
ethno-graph-ic	eth-no-graph-ic
un-suit-able	un-suit-a-ble
furtive	fur-tive
blus-tery	blus-ter-y
oxy-moron	ox-y-mo-ron
no-tably	no-ta-bly
vagabond	vag-a-bond
opin-ion	o-pin-ion
baby-ish	ba-by-ish
eat-able	eat-a-ble
able	a-ble
gua-camole	gua-ca-mo-le
ini-tia-tor	in-i-ti-a-tor
es-pi-onage	es-pi-o-nage
dirty	dirt-y
fore-see-able	fore-see-a-ble
im-pass-able	im-pass-a-ble
flanker	flank-er
el-e-men-tary	el-e-men-ta-ry
dis-putable	dis-put-a-ble
shandy	shan-dy
pesti-len-tial	pes-ti-len-tial
de-viance	de-vi-ance
celeb	ce-leb
throaty	throat-y
hoard-ed	hoarded
repa-tri-a-tion	re-pa-tri-a-tion
dis-tri-b-u-tion	dis-tri-bu-tion
damni-fy	dam-ni-fy
syl-labus	syl-la-bus
pussy	pus-sy
re-li-able	re-li-a-ble
renum-ber	re-num-ber
tur-bocharg-er	tur-bo-charg-er
gherkin	gher-kin
scarci-ty	scar-ci-ty
spir-i-tu-al-ism	spir-it-u-al-ism
me-te-oric	me-te-or-ic
venue	ven-ue
eli-sion	e-li-sion
fidu-cia-ry	fi-du-ci-ar-y
un-trans-lat-able	un-trans-lat-a-ble
dis-ori-ent-ed	disoriented
de-ni-able	de-ni-a-ble
eti-quette	et-i-quette
turquoise	tur-quoise
ir-ra-tional-i-ty	ir-ra-tion-al-i-ty
vial	vi-al
trace-able	trace-a-ble
hair-styling	hairstyling
verisimil-i-tude	ver-i-si-mil-i-tude
con-trol-lable	con-trol-la-ble
miser-li-ness	mi-ser-li-ness
tib-ia	tib-i-a
deco-rum	de-co-rum
gai-ety	gai-e-ty
in-ter-change-ably	in-ter-change-a-bly
in-vari-ant	in-var-i-ant
tropopause	trop-o-pause
hi-jack-ing	hi-jac-king
pen-tathlon	pen-tath-lon
murky	murk-y
re-cidi-vist	re-cid-i-vist
ir-re-press-ible	ir-re-press-i-ble
lessee	les-see
tetchy	tetch-y
apoth-e-o-sis	a-poth-e-o-sis
over-whelm	o-ver-whelm
satin	sat-in
per-ineum	per-i-ne-um
despo-tism	des-pot-ism
pol-luter	pol-lut-er
verdi-gris	ver-di-gris
hazel	ha-zel
sapling	sap-ling
unau-dit-ed	un-au-dit-ed
pavil-ion	pa-vil-ion
piti-less	pit-i-less
un-nerv-ing	unnerving
front-ed	fronted
sloven-ly	slov-en-ly
im-pri-matur	im-pri-ma-tur
poignant-ly	poign-ant-ly
jus-ti-fi-able	jus-ti-fi-a-ble
sitar	si-tar
weary-ing	wea-ry-ing
psy-chopathol-o-gy	psy-cho-pa-thol-o-gy
con-ser-v-a-tive	con-serv-a-tive
aquar-i-um	a-quar-i-um
vac-uole	vac-u-ole
ple-beian	ple-be-ian
warthog	wart-hog
nugget	nug-get
com-pan-ion-able	com-pan-ion-a-ble
detox-i-fy	de-tox-i-fy
foamy	foam-y
ple-nary	ple-na-ry
be-atif-ic	be-a-tif-ic
best-selling	best-sell-ing
retroac-tive	ret-ro-ac-tive
breathy	breath-y
mega	meg-a
dis-agree-ment	dis-a-gree-ment
biop-sy	bi-op-sy
funky	funk-y
diploid	dip-loid
quater-nion	qua-ter-ni-on
stormer	storm-er
de-spon-den-cy	de-spond-en-cy
trea-son-able	trea-son-a-ble
com-paction	com-pac-tion
in-suf-fer-able	in-suf-fer-a-ble
apoplexy	ap-o-plex-y
markup	mark-up
he-li-copter	hel-i-cop-ter
undy-ing	un-dy-ing
censer	cen-ser
repast	re-past
mo-torist	mo-tor-ist
deep-en-ing	deepening
pro-pa-gan-da	prop-a-gan-da
springy	spring-y
epis-co-pa-cy	e-pis-co-pa-cy
slinky	slink-y
playfel-low	play-fel-low
semi-fi-nal-ist	sem-i-fi-nal-ist
wrestler	wres-tler
coleslaw	cole-slaw
repro-bate	rep-ro-bate
satire	sat-ire
gam-bling	gam-bling
fetish	fet-ish
eggshell	egg-shell
willpow-er	will-pow-er
imag-i-nary	im-ag-i-nar-y
post-mortem	post-mor-tem
ca-cao	ca-ca-o
lava	la-va
cam-era	cam-er-a
her-i-ta-ble	her-it-a-ble
gourmet	gour-met
en-vi-able	en-vi-a-ble
dosage	dos-age
prof-i-teer-ing	profiteering
un-com-fort-ably	un-com-fort-a-bly
en-doge-nous	en-dog-e-nous
bul-gy	bulg-y
zany	za-ny
shaven	shav-en
pur-port-ed	purported
curie	cu-rie
sub-servient	sub-ser-vi-ent
con-stab-u-lary	con-stab-u-lar-y
reis-sue	re-is-sue
umpteen	ump-teen
ex-cus-able	ex-cus-a-ble
slob-ber-ing	slobbering
mo-lesta-tion	mo-les-ta-tion
sur-vival	sur-viv-al
bracelet	brace-let
re-union	re-un-ion
wartime	war-time
poly-mor-phism	pol-y-mor-phism
ni-hilism	ni-hil-ism
reti-na	ret-i-na
im-mea-sur-ably	im-meas-ur-a-bly
heater	heat-er
wavelet	wave-let
ta-per-ing	ta-pe-ring
so-porif-ic	sop-o-rif-ic
chal-lenger	chal-leng-er
ge-ot-her-mal	ge-o-ther-mal
rescale	re-scale
astray	a-stray
owlet	owl-et
eigen-func-tion	ei-gen-func-tion
di-ary	di-a-ry
protest-ing	protesting
su-prema-cy	su-prem-a-cy
de-scend-ing	descending
rum-pled	rumpled
waxy	wax-y
surly	sur-ly
in-frared	in-fra-red
desider-a-tum	de-sid-er-a-tum
up-hol-stery	up-hol-ster-y
dy-namo	dy-na-mo
nurs-ery-man	nurs-er-y-man
marcher	march-er
stringy	string-y
unasked	un-asked
leader	lead-er
my-opia	my-o-pi-a
hys-terec-to-my	hys-ter-ec-to-my
metaphor	met-a-phor
con-juror	con-ju-ror
hostler	hos-tler
elic-it	e-lic-it
poly-merase	pol-y-mer-ase
balder-dash	bal-der-dash
at-ten-dant	at-tend-ant
phono-graph	pho-no-graph
se-lectee	se-lect-ee
peri	pe-ri
snowflake	snow-flake
cityscape	cit-y-scape
con-traindi-ca-tion	con-tra-in-di-ca-tion
bribery	brib-er-y
equip-ment	e-quip-ment
re-al-ness	real-ness
poly-the-is-tic	pol-y-the-is-tic
liken	lik-en
bizarre	bi-zarre
viol	vi-ol
tele-vise	tel-e-vise
midriff	mid-riff
rege-late	re-ge-late
un-frozen	un-fro-zen
manger	man-ger
piv-otal	piv-ot-al
retroac-tive-ly	ret-ro-ac-tive-ly
ren-dered	rendered
mesos-phere	mes-o-sphere
con-sid-er-able	con-sid-er-a-ble
gener-ic	ge-ner-ic
ex-oge-nous	ex-og-e-nous
blither-ing	blith-er-ing
briefer	brief-er
hege-mo-ny	he-gem-o-ny
phoneme	pho-neme
cast-away	cast-a-way
sophistry	soph-ist-ry
em-bryo	em-bry-o
elec-trode	e-lec-trode
di-gestible	di-gest-i-ble
para-sol	par-a-sol
sym-po-sium	sym-po-si-um
man-ager-ess	man-ag-er-ess
par-a-sitism	par-a-sit-ism
hypochon-dri-a-cal	hy-po-chon-dri-a-cal
en-tropy	en-tro-py
quan-tifi-ca-tion	quan-ti-fi-ca-tion
weaver	weav-er
un-san-i-tary	un-san-i-tar-y
seal-ing	sealing
su-perbly	su-perb-ly
unre-deemed	un-re-deemed
wicked-ness	wick-ed-ness
crenel-la-tions	cren-el-la-tions
cheesy	chees-y
apos-tolic	ap-os-tol-ic
book-binder	book-bind-er
podgy	podg-y
mer-cu-r-ial	mer-cu-ri-al
refugee	ref-u-gee
poly-phon-ic	pol-y-phon-ic
sala-cious	sa-la-cious
de-bauch-ery	de-bauch-er-y
ruin	ru-in
premis-es	prem-is-es
neonate	ne-o-nate
lazy	la-zy
epicy-cloid	ep-i-cy-cloid
transna-tion-al	trans-na-tion-al
telethon	tel-e-thon
where-abouts	where-a-bouts
restora-tive	re-stor-a-tive
white-washed	whitewashed
scur-rilous	scur-ril-ous
tripoli	trip-o-li
necro-man-cy	nec-ro-man-cy
rock-ery	rock-er-y
hermeneu-tic	her-me-neu-tic
re-sis-tant	re-sist-ant
eroti-cism	e-rot-i-cism
asym-met-ri-cal	a-sym-met-ri-cal
elec-tion	e-lec-tion
id-i-olect	id-i-o-lect
seg-ment-ed	seg-men-ted
prog-es-terone	pro-ges-ter-one
ined-i-ble	in-ed-i-ble
ashen	ash-en
in-ho-mo-ge-neous	in-ho-mo-ge-ne-ous
erec-tile	e-rec-tile
lament	la-ment
gelig-nite	gel-ig-nite
over-pass	o-ver-pass
over-step	o-ver-step
techno-pho-bia	tech-no-pho-bia
obe-di-ent-ly	o-be-di-ent-ly
onion	on-ion
ape-ri-od-ic	a-pe-ri-od-ic
en-treaty	en-treat-y
lulu	lu-lu
cryo-genic	cry-o-gen-ic
hos-pitable	hos-pi-ta-ble
frisky	frisk-y
over-am-bi-tious	o-ver-am-bi-tious
math-e-mati-cian	math-e-ma-ti-cian
diplo-ma-cy	di-plo-ma-cy
caramel	car-a-mel
hero-ic	he-ro-ic
user	us-er
lethal-ly	le-thal-ly
herbage	herb-age
as-cetic	as-cet-ic
louis	lou-is
ra-dionu-clide	ra-di-o-nu-clide
re-vo-ca-tion	rev-o-ca-tion
omega	o-me-ga
zealotry	zeal-ot-ry
union-ist	un-ion-ist
elab-o-ra-tion	e-lab-o-ra-tion
con-tem-po-rary	con-tem-po-rar-y
cheer-leader	cheer-lead-er
dullard	dull-ard
en-gi-neered	engineered
over-e-mo-tion-al	o-ver-e-mo-tion-al
vel-veteen	vel-vet-een
rely	re-ly
buoy	bu-oy
in-flat-able	in-flat-a-ble
rein-ven-tion	re-in-ven-tion
car-rion	car-ri-on
meta-mor-pho-sis	met-a-mor-pho-sis
discog-ra-phy	dis-cog-ra-phy
bazooka	ba-zoo-ka
plan-e-tary	plan-e-tar-y
bubon-ic	bu-bon-ic
sub-terfuge	sub-ter-fuge
colonist	col-o-nist
inkling	ink-ling
ravi-o-li	ra-vi-o-li
livid	liv-id
nineti-eth	nine-ti-eth
en-cycli-cal	en-cyc-li-cal
bristly	bris-tly
melody	mel-o-dy
theoc-ra-cy	the-oc-ra-cy
over-due	o-ver-due
per-ish-able	per-ish-a-ble
tun-able	tun-a-ble
squalor	squal-or
avoid	a-void
nadir	na-dir
lisp-ing	lis-ping
de-for-mi-ty	de-form-i-ty
wringer	wring-er
showy	show-y
sisal	si-sal
eman-ci-pa-tion	e-man-ci-pa-tion
par-a-sitic	par-a-sit-ic
perdi-tion	per-di-tion
ob-lig-ate	ob-li-gate
pinafore	pin-a-fore
serol-o-gy	se-rol-o-gy
ide-o-log-i-cal-ly	i-de-o-log-i-cal-ly
deathbed	death-bed
mas-cara	mas-car-a
bak-ery	bak-er-y
melan-cho-lia	mel-an-cho-li-a
decile	dec-ile
ex-plorato-ry	ex-plor-a-to-ry
un-print-able	un-print-a-ble
fri-ary	fri-ar-y
layabout	lay-a-bout
wash-er-woman	wash-er-wom-an
in-escapably	in-es-cap-a-bly
uri-nary	u-ri-nar-y
scruti-ny	scru-ti-ny
lava-to-ry	lav-a-to-ry
bion-ic	bi-on-ic
servi-tude	ser-vi-tude
oldie	old-ie
fly-over	fly-o-ver
mis-cel-lanea	mis-cel-la-ne-a
peremp-to-ry	per-emp-to-ry
degra-da-tion	deg-ra-da-tion
dumpy	dump-y
exe-unt	ex-e-unt
re-mark-ably	re-mark-a-bly
frosty	frost-y
run-away	run-a-way
va-grancy	va-gran-cy
overkill	o-ver-kill
in-stan-ta-neous	in-stan-ta-ne-ous
beanstalks	bean-stalks
place-bo	pla-ce-bo
atroc-i-ty	a-troc-i-ty
mag-ne-tos-phere	mag-ne-to-sphere
gleam-ing	gleaming
twofold	two-fold
stopover	stop-o-ver
ar-senic	ar-se-nic
trick-ery	trick-er-y
eclec-ti-cism	ec-lec-ti-cism
in-stan-ta-neous-ly	in-stan-ta-ne-ous-ly
in-nocu-ous	in-noc-u-ous
un-ob-serv-able	un-ob-serv-a-ble
show-ery	show-er-y
there-upon	there-up-on
dri-ver-less	driv-er-less
manes	ma-nes
chi-ropodist	chi-rop-o-dist
in-sipid	in-sip-id
ush-erette	ush-er-ette
litotes	li-to-tes
re-cov-ery	re-cov-er-y
drinker	drink-er
stron-tium	stron-ti-um
as-segai	as-se-gai
bio-chem-istry	bi-o-chem-is-try
bal-alai-ka	bal-a-lai-ka
in-spi-ra-tional	in-spi-ra-tion-al
grassy	grass-y
idio-syn-crat-ic	id-i-o-syn-crat-ic
triple	tri-ple
lamb-swool	lambs-wool
buf-foon-ery	buf-foon-er-y
an-swer-able	an-swer-a-ble
ex-pe-di-tionary	ex-pe-di-tion-ar-y
spon-tane-ity	spon-ta-ne-i-ty
elo-cu-tion	el-o-cu-tion
as-phyx-ia	as-phyx-i-a
es-capism	es-cap-ism
con-strict-ed	constricted
beefy	beef-y
man-dolin	man-do-lin
mor-tu-ary	mor-tu-ar-y
rhodo-den-dron	rho-do-den-dron
sor-cery	sor-cer-y
over-rate	o-ver-rate
princess	prin-cess
meringue	me-ringue
pleat-ed	pleated
re-alpoli-tik	re-al-po-li-tik
polon-aise	pol-o-naise
viril-i-ty	vi-ril-i-ty
hooray	hoo-ray
stovepipe	stove-pipe
baron-age	bar-on-age
cough-ing	coughing
spinal	spi-nal
ob-serv-able	ob-serv-a-ble
cradling	cra-dling
piti-ful-ly	pit-i-ful-ly
debonair	deb-o-nair
sce-nario	sce-nar-i-o
in-sa-tiable	in-sa-tia-ble
speller	spell-er
sales-woman	sales-wom-an
en-chant-ed	enchanted
hori-zon	ho-ri-zon
enig-ma	e-nig-ma
kosher	ko-sher
dis-hon-esty	dis-hon-es-ty
deli	del-i
un-quan-tifi-able	un-quan-ti-fi-a-ble
rein-car-nate	re-in-car-nate
pe-riphrastic	per-i-phras-tic
greasy	greas-y
any	an-y
along	a-long
jugu-lar	jug-u-lar
eon	e-on
awning	awn-ing
windswept	wind-swept
un-de-tectable	un-de-tect-a-ble
os-teopath	os-te-o-path
broadsword	broad-sword
erup-tion	e-rup-tion
aban-don	a-ban-don
vale-dic-tion	val-e-dic-tion
tenet	ten-et
as-cen-dant	as-cend-ant
schoolmistress	school-mis-tress
snig-ger-ing	sniggering
con-sum-able	con-sum-a-ble
di-ver-sion-ary	di-ver-sion-ar-y
par-tici-ple	par-ti-ci-ple
sinewy	sin-ew-y
hasti-ly	hast-i-ly
sec-toral	sec-tor-al
mili-tia-man	mi-li-tia-man
ovary	o-va-ry
over-haul	o-ver-haul
fi-deli-ty	fi-del-i-ty
apron	a-pron
seedbed	seed-bed
fum-bling	fumbling
di-rec-to-r-i-al	di-rec-to-ri-al
ia-tro-genic	i-at-ro-gen-ic
equable	eq-ua-ble
genoa	gen-o-a
risot-to	ri-sot-to
juicy	juic-y
ide-al-is-tic	i-de-al-is-tic
es-capist	es-cap-ist
in-ves-tiga-tive	in-ves-ti-ga-tive
macabre	ma-ca-bre
mul-ti-me-ter	mul-tim-e-ter
punter	punt-er
smoky	smok-y
heifer	heif-er
uvu-la	u-vu-la
icon-ic	i-con-ic
nar-ra-tol-ogy	nar-ra-tol-o-gy
baronet	bar-on-et
mer-chantable	mer-chant-a-ble
aton-ic	a-ton-ic
manome-ter	ma-nom-e-ter
cashew	cash-ew
pur-suant	pur-su-ant
meri-no	me-ri-no
colosto-my	co-los-to-my
com-modore	com-mo-dore
fetishis-tic	fet-ish-is-tic
unimag-in-able	un-im-ag-i-na-ble
elec-tri-cal	e-lec-tri-cal
ar-guably	ar-gu-a-bly
seance	se-ance
megawatt	meg-a-watt
patchy	patch-y
perky	perk-y
reusable	re-us-a-ble
sier-ra	si-er-ra
un-de-sir-able	un-de-sir-a-ble
april	a-pril
reci-procity	rec-i-proc-i-ty
killing	kill-ing
reser-voir	res-er-voir
so-lace	sol-ace
sabra	sa-bra
rein-car-na-tion	re-in-car-na-tion
aban-don-ment	a-ban-don-ment
eval-u-a-tive	e-val-u-a-tive
ever-last-ing	ev-er-last-ing
trans-for-ma-tive	trans-form-a-tive
un-processed	un-proc-essed
re-gret-table	re-gret-ta-ble
welder	weld-er
ionos-phere	i-on-o-sphere
busker	busk-er
spillage	spill-age
hec-tor-ing	hectoring
over-sight	o-ver-sight
shaman-ic	sha-man-ic
an-tifreeze	an-ti-freeze
syl-labub	syl-la-bub
emis-sion	e-mis-sion
foible	foi-ble
whiskey	whis-key
arch-dio-cese	arch-di-o-cese
unso-cial	un-so-cial
stager	stag-er
elastin	e-las-tin
oa-sis	o-a-sis
debu-tante	deb-u-tante
atri-um	a-tri-um
retic-u-lum	re-tic-u-lum
forepaw	fore-paw
prepar-a-tive	pre-par-a-tive
inim-itable	in-im-i-ta-ble
un-prov-able	un-prov-a-ble
aware-ness	a-ware-ness
mighty	might-y
ar-bi-trari-ness	ar-bi-trar-i-ness
gazelle	ga-zelle
gloomy	gloom-y
dais	da-is
pro-tease	pro-te-ase
undis-mayed	un-dis-mayed
boatswain	boat-swain
sub-ur-bia	sub-ur-bi-a
trea-sur-er	treas-ur-er
nascent	nas-cent
sev-ered	severed
mod-ernism	mod-ern-ism
un-re-solv-able	un-re-solv-a-ble
statu-to-ry	stat-u-to-ry
fora-men	fo-ra-men
rangy	rang-y
mirac-u-lous	mi-rac-u-lous
con-spir-a-to-r-i-al	con-spir-a-to-ri-al
award	a-ward
pro-tea	pro-te-a
lawyer	law-yer
ugly	ug-ly
sub-servience	sub-ser-vi-ence
cesspit	cess-pit
floozy	floo-zy
un-charis-mat-ic	un-char-is-mat-ic
odor-ous	o-dor-ous
over	o-ver
aton-al	a-ton-al
deluxe	de-luxe
teatime	tea-time
power-boat	pow-er-boat
dean-ery	dean-er-y
in-ter-plan-e-tary	in-ter-plan-e-tar-y
ini-ti-a-tion	in-i-ti-a-tion
agree-ment	a-gree-ment
in-ex-press-ible	in-ex-press-i-ble
over-pro-duced	overproduced
con-stituent	con-stit-u-ent
api-an	a-pi-an
un-for-giv-able	un-for-giv-a-ble
paren-the-sis	pa-ren-the-sis
pig-ment-ed	pig-men-ted
isosce-les	i-sos-ce-les
velum	ve-lum
causal-ly	caus-al-ly
abuse	a-buse
no-ti-fi-able	no-ti-fi-a-ble
winger	wing-er
tri-umphant	tri-um-phant
oner	on-er
cesspool	cess-pool
skimpy	skimp-y
bre-viary	bre-vi-ar-y
preva-lent	prev-a-lent
lucky	luck-y
pan-golin	pan-go-lin
de-gauss-ing	degaussing
print-able	print-a-ble
lapel	la-pel
out-stretched	outstretched
deca-dence	dec-a-dence
maxi	max-i
steeple-chase	stee-ple-chase
isother-mal	i-so-ther-mal
wafer	wa-fer
read-abil-i-ty	read-a-bil-i-ty
as-pirin	as-pi-rin
ver-biage	ver-bi-age
hauli-er	haul-ier
notepad	note-pad
com-plain-ing	complaining
in-dis-tin-guish-able	in-dis-tin-guish-a-ble
evan-gel-i-cal	e-van-gel-i-cal
blis-tered	blistered
clavi-chord	clav-i-chord
epi-graph	ep-i-graph
soma	so-ma
bal-cony	bal-co-ny
gas-troin-testi-nal	gas-tro-in-tes-ti-nal
di-ana	di-an-a
spec-troscopy	spec-tros-co-py
iso-tope	i-so-tope
neo-prene	ne-o-prene
shilling	shil-ling
culi-nary	cu-li-nar-y
filmic	film-ic
con-fec-tionery	con-fec-tion-er-y
gen-er-a-tional	gen-er-a-tion-al
union	un-ion
an-techam-ber	an-te-cham-ber
re-assess	re-as-sess
ge-o-mag-net-i-cal-ly	ge-o-mag-ne-ti-cal-ly
telling	tell-ing
pe-cu-niary	pe-cu-ni-ar-y
mar-tinet	mar-ti-net
wear-able	wear-a-ble
ob-tain-able	ob-tain-a-ble
atyp-i-cal	a-typ-i-cal
humerus	hu-mer-us
ki-mono	ki-mo-no
un-nat-ur-al	un-nat-u-ral
con-sular	con-su-lar
fo-liage	fo-li-age
pigsty	pig-sty
uni-ver-si-ty	u-ni-ver-si-ty
veni-son	ven-i-son
avid-i-ty	a-vid-i-ty
phy-loge-ny	phy-log-e-ny
promi-nence	prom-i-nence
grouchy	grouch-y
penul-ti-mate	pe-nul-ti-mate
halon	hal-on
biotech-nol-o-gy	bi-o-tech-nol-o-gy
risky	risk-y
dy-nasty	dy-nas-ty
gu-nite	gun-ite
in-de-pen-dent-ly	in-de-pend-ent-ly
arise	a-rise
decla-ma-tion	dec-la-ma-tion
tri-tium	trit-i-um
debtor	debt-or
pelvis	pel-vis
so-ci-ety	so-ci-e-ty
halo-gen	hal-o-gen
whisker	whisk-er
gen-i-talia	gen-i-ta-li-a
antonym	an-to-nym
ex-pi-ra-to-ry	ex-pir-a-to-ry
give-away	give-a-way
bailiff	bail-iff
dis-parate	dis-pa-rate
leg-isla-tive	leg-is-la-tive
tute-lage	tu-te-lage
midair	mid-air
against	a-gainst
iden-ti-fy	i-den-ti-fy
mar-ke-teer	mar-ket-eer
busi-ness-woman	busi-ness-wom-an
preschool	pre-school
squeaky	squeak-y
clam-p-down	clamp-down
slater	slat-er
im-prison	im-pris-on
macro	mac-ro
teenage	teen-age
raspy	rasp-y
psalmody	psal-mo-dy
freely	free-ly
chrono-log-i-cal-ly	chron-o-log-i-cal-ly
block-buster	block-bust-er
uni-lat-er-al	u-ni-lat-er-al
astern	a-stern
anger	an-ger
me-nial	me-ni-al
be-whiskered	be-whisk-ered
rainy	rain-y
diskette	disk-ette
valiant-ly	val-iant-ly
askance	a-skance
cor-morant	cor-mo-rant
toughie	tough-ie
promis-so-ry	prom-is-so-ry
in-de-ter-minable	in-de-ter-mi-na-ble
sneer-ing	sneering
opi-ate	o-pi-ate
stu-dentship	stu-dent-ship
silky	silk-y
ego-ma-nia	e-go-ma-ni-a
ion-ic	i-on-ic
herba-ceous	her-ba-ceous
so-cio-bi-ol-o-gy	so-ci-o-bi-ol-o-gy
in-ad-vis-able	in-ad-vis-a-ble
at-trib-ut-able	at-trib-ut-a-ble
reap-pear-ance	re-ap-pear-ance
arable	ar-a-ble
rooftop	roof-top
wretched	wretch-ed
feath-ery	feath-er-y
axle	ax-le
ethics	eth-ics
video-taped	videotaped
colon-nade	col-on-nade
bodice	bod-ice
baby	ba-by
stat-uette	stat-u-ette
mag-ne-sium	mag-ne-si-um
valid-ly	val-id-ly
penin-su-la	pen-in-su-la
tum-bled	tumbled
meta-bol-ic	met-a-bol-ic
emer-ald	em-er-ald
quizzi-cal	quiz-zi-cal
aphid	a-phid
ashy	ash-y
emer-i-tus	e-mer-i-tus
itin-er-ary	i-tin-er-ar-y
wom-ankind	wom-an-kind
counter	coun-ter
salty	salt-y
bases	ba-ses
callable	call-a-ble
car-cino-gen-e-sis	car-cin-o-gen-e-sis
fusil-lade	fu-sil-lade
melod-ic	me-lod-ic
scat-tered	scattered
glossy	gloss-y
in-san-i-tary	in-san-i-tar-y
car-cino-genic	car-cin-o-gen-ic
oculist	oc-u-list
rein-ter-pre-ta-tion	re-in-ter-pre-ta-tion
in-ter-roga-tor	in-ter-ro-ga-tor
pre-pared-ness	pre-par-ed-ness
io-dine	i-o-dine
loft-ed	lofted
re-arrange	re-ar-range
steve-dore	ste-ve-dore
salaried	sal-a-ried
grapeshot	grape-shot
sphyg-mo-manome-ter	sphyg-mo-ma-nom-e-ter
re-sis-tance	re-sist-ance
lazy-bones	la-zy-bones
con-sumer	con-sum-er
shaman	sha-man
pedantry	ped-ant-ry
brazen	bra-zen
lit-er-ary	lit-er-ar-y
giro	gi-ro
chi-ropody	chi-rop-o-dy
neme-sis	nem-e-sis
lurid	lu-rid
damper	damp-er
im-preg-nable	im-preg-na-ble
ex-ult-ing	exulting
turn-about	turn-a-bout
legal-ly	le-gal-ly
dimwit	dim-wit
lira	li-ra
napoleon	na-po-le-on
re-strain-ing	restraining
edit-ed	edited
repli-ca	rep-li-ca
in-ter-lock-ing	in-ter-loc-king
util-i-tar-i-an-ism	u-til-i-tar-i-an-ism
felo-nious	fe-lo-ni-ous
wardrobe	ward-robe
bad-minton	bad-min-ton
aca-d-e-m-ic	ac-a-dem-ic
warmer	warm-er
triage	tri-age
monog-a-mous	mo-nog-a-mous
col-lec-tivi-sa-tion	col-lec-ti-vi-sa-tion
mini-bar	min-i-bar
writer	writ-er
madri-gal	mad-ri-gal
ef-fron-tery	ef-fron-ter-y
or-ga-nized	or-gan-ized
spoilage	spoil-age
bib-lio-phile	bib-li-o-phile
flut-tery	flut-ter-y
lech-ery	lech-er-y
melan-choly	mel-an-chol-y
japon-i-ca	ja-pon-i-ca
bond-ing	bonding
hy-drangea	hy-dran-gea
undis-tin-guished	un-dis-tin-guished
gob-bledy-gook	gob-ble-dy-gook
cu-rios-i-ty	cu-ri-os-i-ty
schemer	schem-er
bur-geon-ing	burgeoning
babysit-ter	ba-by-sit-ter
over-loaded	overloaded
