Attempt	Real
in-former	in-form-er
vet-eri-nary	vet-er-i-nar-y
evan-ge-list	e-van-ge-list
vir-ginal	vir-gin-al
salu-tary	sal-u-tar-y
apogee	ap-o-gee
rosy	ros-y
papa	pa-pa
emit	e-mit
elec-toral	e-lec-tor-al
arise	a-rise
knuck-le-duster	knuck-le-dust-er
mega-lo-ma-ni-ac	meg-a-lo-ma-ni-ac
win-ery	win-er-y
notepad	note-pad
forgery	for-ger-y
prodi-gious	pro-di-gious
breast-feed-ing	breastfeeding
diox-ide	di-ox-ide
dairy	dair-y
un-quench-able	un-quench-a-ble
in-ex-press-ible	in-ex-press-i-ble
deco	dec-o
baleen	ba-leen
refugee	ref-u-gee
cin-e-matog-ra-ph-er	cin-e-ma-tog-ra-pher
cocky	cock-y
taffe-ta	taf-fe-ta
re-as-sur-ing	reassuring
hearti-ly	heart-i-ly
dimer	di-mer
botanist	bot-a-nist
eras-er	e-ras-er
scullery	scul-ler-y
over-sup-ply	o-ver-sup-ply
dis-agree	dis-a-gree
overqual-i-fied	o-ver-qual-i-fied
lighter	light-er
around	a-round
sinewy	sin-ew-y
sub-si-dence	sub-sid-ence
equidis-tant	e-qui-dis-tant
thrifty	thrift-y
idea	i-de-a
meta-physics	met-a-phys-ics
re-assem-bly	re-as-sem-bly
iso-mer	i-so-mer
over-pro-duc-tion	o-ver-pro-duc-tion
im-moral-i-ty	im-mo-ral-i-ty
sever-i-ty	se-ver-i-ty
buck-min-ster-fullerene	buck-min-ster-ful-ler-ene
dodgy	dodg-y
poly-eth-yl-ene	pol-y-eth-yl-ene
pygmy	pyg-my
lichen	li-chen
vis-i-ta-tion	vis-it-a-tion
solid-ly	sol-id-ly
un-prece-dent-ed	un-prec-e-dent-ed
litur-gi-cal	li-tur-gi-cal
spon-sored	sponsored
for-get-table	for-get-ta-ble
pro-ba-tion-ary	pro-ba-tion-ar-y
ap-pre-cia-bly	ap-pre-ci-a-bly
as-pi-ra-tional	as-pi-ra-tion-al
poky	pok-y
glac-i-er	gla-cier
reprise	re-prise
mil-i-taris-tic	mil-i-ta-ris-tic
aca-d-e-m-ic	ac-a-dem-ic
ex-is-tence	ex-ist-ence
triple	tri-ple
kalei-do-scop-ic	ka-lei-do-scop-ic
her-mitage	her-mit-age
geo-chem-istry	ge-o-chem-is-try
dal-liance	dal-li-ance
cred-it-wor-thy	cred-it-worth-y
over-long	o-ver-long
widen	wid-en
pro-mul-gate	prom-ul-gate
ebul-lient	e-bul-lient
mela-tonin	mel-a-to-nin
ta-pes-try	tap-es-try
waspish	wasp-ish
in-trauter-ine	in-tra-u-ter-ine
posthu-mous	post-hu-mous
legume	leg-ume
unique-ness	u-nique-ness
gen-i-talia	gen-i-ta-li-a
petu-lant	pet-u-lant
tele-scope	tel-e-scope
felo-nious	fe-lo-ni-ous
metempsy-chosis	me-tem-psy-cho-sis
irony	i-ro-ny
palatal	pal-a-tal
livid	liv-id
sali-vary	sal-i-var-y
nan-otech-nol-o-gy	nan-o-tech-nol-o-gy
evict	e-vict
un-fa-mil-iar-i-ty	un-fa-mil-i-ar-i-ty
de-cider	de-cid-er
crunchy	crunch-y
necro-man-tic	nec-ro-man-tic
arrange-ment	ar-range-ment
steam-roller	steam-roll-er
bish-opric	bish-op-ric
darter	dart-er
cow-ardice	cow-ard-ice
lin-ear-ly	lin-e-ar-ly
sabra	sa-bra
hy-per-bole	hy-per-bo-le
top-i-ary	to-pi-ar-y
frown-ing	frowning
rheumat-ic	rheu-mat-ic
emo-tive	e-mo-tive
print-able	print-a-ble
blotchy	blotch-y
pro-ject-ed	projected
libero	li-be-ro
flat-tery	flat-ter-y
deny	de-ny
lul-la-by	lull-a-by
ni-hilis-tic	ni-hil-is-tic
sta-t-ics	stat-ics
pathfind-er	path-find-er
emery	em-er-y
vanil-la	va-nil-la
stoma	sto-ma
cadet	ca-det
el-ven	elv-en
rounder	round-er
eu-phemism	eu-phe-mism
testis	tes-tis
mantling	man-tling
iso-topic	i-so-top-ic
largo	lar-go
slob-ber-ing	slobbering
in-ad-ver-tent-ly	in-ad-vert-ent-ly
mileage	mile-age
geri-atric	ger-i-at-ric
chemist	chem-ist
free-lancer	free-lanc-er
de-mount-able	de-mount-a-ble
dero-gate	der-o-gate
sapi-ent	sa-pi-ent
avoid	a-void
weari-ness	wea-ri-ness
on-tol-ogy	on-tol-o-gy
mytho-log-i-cal	myth-o-log-i-cal
con-trol-lable	con-trol-la-ble
over-es-ti-ma-tion	o-ver-es-ti-ma-tion
uni-ver-sal-i-ty	u-ni-ver-sal-i-ty
blaster	blast-er
con-sulate	con-su-late
dither	dith-er
tom-fool-ery	tom-fool-er-y
jerkin	jer-kin
bi-og-ra-ph-er	bi-og-ra-pher
le-nient	le-ni-ent
liqueur	li-queur
anoint	a-noint
swinger	swing-er
se-nior-i-ty	sen-ior-i-ty
cog-nizant	cog-ni-zant
nether-most	neth-er-most
repo-si-tion	re-po-si-tion
pres-bytery	pres-by-ter-y
dishar-mo-ny	dis-har-mo-ny
con-sumerism	con-sum-er-ism
over-ca-pac-i-ty	o-ver-ca-pac-i-ty
pharaoh	phar-aoh
mis-spellings	mis-spel-lings
screen-writer	screen-writ-er
neo-phyte	ne-o-phyte
apothe-cary	a-poth-e-car-y
pesti-len-tial	pes-ti-len-tial
li-brary	li-brar-y
joyrid-ing	joy-rid-ing
sub-lu-nary	sub-lu-nar-y
cen-tipede	cen-ti-pede
pro-bity	pro-bi-ty
plebiscite	pleb-i-scite
busi-ness-woman	busi-ness-wom-an
growler	growl-er
neme-sis	nem-e-sis
paraf-fin	par-af-fin
sponger	spong-er
julep	ju-lep
resin	res-in
voodoo	voo-doo
heresy	her-e-sy
bur-bling	burbling
prospec-tive	pro-spec-tive
over-spill	o-ver-spill
beaker	beak-er
brand-ed	bran-ded
tan-ger-ine	tan-ge-rine
con-tentious	con-ten-tious
epis-co-pate	e-pis-co-pate
elvish	elv-ish
mon-o-clon-al	mon-o-clo-nal
many	man-y
sav-agery	sav-age-ry
pos-i-tivist	pos-i-tiv-ist
budgeri-gar	budg-er-i-gar
un-frozen	un-fro-zen
equiv-a-lence	e-quiv-a-lence
de-ductible	de-duct-i-ble
unimag-i-na-tive	un-im-ag-i-na-tive
nougat	nou-gat
papule	pap-ule
saucepan	sauce-pan
elec-tro-car-dio-gram	e-lec-tro-car-di-o-gram
maisonette	mai-son-ette
chalet	cha-let
ra-dia-tive	ra-di-a-tive
pa-pri-ka	pap-ri-ka
is-suer	is-su-er
uni-ty	u-ni-ty
va-porous	va-por-ous
gu-ber-na-to-r-i-al	gu-ber-na-to-ri-al
uniden-ti-fi-able	un-i-den-ti-fi-a-ble
salient	sa-li-ent
turntable	turn-ta-ble
bedrag-gled	be-drag-gled
able	a-ble
over-lord	o-ver-lord
open-er	o-pen-er
tantrum	tan-trum
weepy	weep-y
or-tho-doxy	or-tho-dox-y
as-pidis-tra	as-pi-dis-tra
grouper	group-er
chromite	chro-mite
cuneiform	cu-ne-i-form
glis-ten-ing	gli-ste-ning
shandy	shan-dy
bony	bon-y
frag-men-tary	frag-men-tar-y
lethal-i-ty	le-thal-i-ty
heavy	heav-y
garage	ga-rage
scenery	scen-er-y
basal	ba-sal
thruster	thrust-er
sta-tionery	sta-tion-er-y
over-re-act	o-ver-re-act
beefeater	beef-eat-er
pago-da	pa-go-da
archer	arch-er
clumpy	clump-y
omen	o-men
civic	civ-ic
ravine	ra-vine
equine	e-quine
warpath	war-path
lancet	lan-cet
can-nery	can-ner-y
bad-minton	bad-min-ton
ra-dius	ra-di-us
bologna	bo-lo-gna
bom-bardier	bom-bar-dier
idyll	i-dyll
carat	car-at
swasti-ka	swas-ti-ka
het-ero-sex-u-al	het-er-o-sex-u-al
en-er-getic	en-er-get-ic
in-salu-bri-ous	in-sa-lu-bri-ous
cra-nial	cra-ni-al
rene-go-ti-ate	re-ne-go-ti-ate
patho-gen-e-sis	path-o-gen-e-sis
beanie	bean-ie
rein-ter-pret	re-in-ter-pret
thau-maturge	thau-ma-turge
chromi-um	chro-mi-um
seascape	sea-scape
impi-ety	im-pi-e-ty
un-con-t-a-m-i-nat-ed	un-con-tam-i-nat-ed
con-ge-nial	con-gen-ial
con-certi-na	con-cer-ti-na
mar-quetry	mar-que-try
re-porter	re-port-er
pyrite	py-rite
je-junum	je-ju-num
cathar-sis	ca-thar-sis
moorhen	moor-hen
over-writ-ing	overwriting
syn-ovial	syn-o-vi-al
anx-i-ety	anx-i-e-ty
emer-ald	em-er-ald
mi-cro-elec-tron-ics	mi-cro-e-lec-tron-ics
ex-pan-sion-ary	ex-pan-sion-ar-y
emo-tion-al	e-mo-tion-al
cheva-lier	chev-a-lier
de-bat-able	de-bat-a-ble
bul-letin	bul-le-tin
archangel	arch-an-gel
urchin	ur-chin
de-ity	de-i-ty
unim-por-tance	un-im-por-tance
in-ex-plic-a-ble	in-ex-pli-ca-ble
cryo-gen-ics	cry-o-gen-ics
ex-pend-able	ex-pend-a-ble
pe-riph-ery	pe-riph-er-y
de-liv-ery	de-liv-er-y
droopy	droop-y
ex-pand-able	ex-pand-a-ble
un-usu-al-ly	un-u-su-al-ly
legate	leg-ate
makeweight	make-weight
solemn	sol-emn
rhetor-i-cal-ly	rhe-tor-i-cal-ly
penin-su-lar	pen-in-su-lar
video-taped	videotaped
cloudy	cloud-y
promis-cu-ity	prom-is-cu-i-ty
telecom-mut-ing	te-le-com-mu-ting
goer	go-er
psalter	psal-ter
rafter	raft-er
con-trivance	con-triv-ance
erad-i-ca-tion	e-rad-i-ca-tion
ether	e-ther
auto	au-to
sundry	sun-dry
ruin	ru-in
undi-min-ished	un-di-min-ished
trousers	trou-sers
lawyer	law-yer
re-quiem	req-ui-em
declam-a-to-ry	de-clam-a-to-ry
trouper	troup-er
lot-tery	lot-ter-y
lumpen	lum-pen
reap-ply	re-ap-ply
frica-tive	fric-a-tive
wolfhound	wolf-hound
lino	li-no
pesti-lent	pes-ti-lent
an-niver-sary	an-ni-ver-sa-ry
asy-lum	a-sy-lum
raspy	rasp-y
de-featist	de-feat-ist
un-sea-son-able	un-sea-son-a-ble
mistype	mis-type
cack-ling	cackling
de-po-si-tion	dep-o-si-tion
scalar	sca-lar
onion	on-ion
di-rec-torate	di-rec-to-rate
sus-penders	sus-pend-ers
teenaged	teen-aged
mono-lay-er	mon-o-lay-er
hearthrug	hearth-rug
cata-ton-ic	cat-a-ton-ic
bio-m-e-try	bi-om-e-try
elec-tro-mag-net	e-lec-tro-mag-net
over-write	o-ver-write
un-ap-proach-able	un-ap-proach-a-ble
in-dige-nous	in-dig-e-nous
wash-er-woman	wash-er-wom-an
pyri-dine	pyr-i-dine
naked	na-ked
de-mo-graph-ics	dem-o-graph-ics
di-alect	di-a-lect
flinch-ing	flin-ching
bar-tender	bar-tend-er
may-oral-ty	may-or-al-ty
be-liev-abil-i-ty	be-liev-a-bil-i-ty
reli-quary	rel-i-quar-y
shep-herdess	shep-herd-ess
marathon	mar-a-thon
posthu-mous-ly	post-hu-mous-ly
pro-tea	pro-te-a
plat-inum	plat-i-num
nonex-is-tence	non-ex-ist-ence
condi-ment	con-di-ment
elec-trophore-sis	e-lec-tro-pho-re-sis
em-bo-som	em-bos-om
ve-nial	ve-ni-al
peas-antry	peas-ant-ry
steve-dore	ste-ve-dore
propo-si-tion-al	prop-o-si-tion-al
kitchen-ware	kitch-en-ware
uni-lat-er-al	u-ni-lat-er-al
sonorous	so-no-rous
celiba-cy	cel-i-ba-cy
toady	toad-y
laun-dered	laundered
foxy	fox-y
hexa-m-e-ter	hex-am-e-ter
de-bauch-ery	de-bauch-er-y
re-hearsal	re-hears-al
holis-tic	ho-lis-tic
trel-lised	trellised
cog-nizance	cog-ni-zance
per-fectibil-i-ty	per-fect-i-bil-i-ty
tele-o-log-i-cal	tel-e-o-log-i-cal
riot	ri-ot
salty	salt-y
salmon	salm-on
id-iot	id-i-ot
pulpy	pulp-y
rivulet	riv-u-let
de-tainee	de-tain-ee
be-fud-dling	befuddling
uni-ver-sal-ism	u-ni-ver-sal-ism
scoff-ing	scoffing
over-growth	o-ver-growth
mori-bund	mor-i-bund
floaty	float-y
prepo-si-tion	prep-o-si-tion
sales-woman	sales-wom-an
elec-tro	e-lec-tro
drudgery	drudg-er-y
ush-erette	ush-er-ette
apos-to-late	a-pos-to-late
ex-oti-cism	ex-ot-i-cism
kilo-ton	kil-o-ton
lyri-cism	lyr-i-cism
ex-cel-sior	ex-cel-si-or
elixir	e-lix-ir
di-a-betes	di-a-be-tes
pan-theon	pan-the-on
puree	pu-ree
para-pet	par-a-pet
evac-u-a-tion	e-vac-u-a-tion
dunghill	dung-hill
mushy	mush-y
gan-g-ly	gan-gly
pur-po-sive	pur-pos-ive
porta-bil-i-ty	port-a-bil-i-ty
apiece	a-piece
await	a-wait
starchy	starch-y
dizzi-ness	diz-zi-ness
hereti-cal	he-ret-i-cal
dis-hon-esty	dis-hon-es-ty
de-spi-ca-ble	des-pi-ca-ble
bias	bi-as
di-ana	di-an-a
eighty	eight-y
in-nu-mer-able	in-nu-mer-a-ble
re-pairable	re-pair-a-ble
rur-al	ru-ral
in-fantry-man	in-fan-try-man
species	spe-cies
co-eval	co-e-val
gener-i-cal-ly	ge-ner-i-cal-ly
in-ap-plic-a-ble	in-ap-pli-ca-ble
mi-croscopy	mi-cros-co-py
catgut	cat-gut
breakup	break-up
surgery	sur-ger-y
bang-ing	banging
lefty	left-y
unto	un-to
melan-choly	mel-an-chol-y
ashen	ash-en
re-ceiv-able	re-ceiv-a-ble
paci-fi-er	pac-i-fi-er
mayflower	may-flow-er
topaz	to-paz
opin-ion	o-pin-ion
os-tracism	os-tra-cism
methanol	meth-a-nol
bio-met-rics	bi-o-met-rics
sacra-ment	sac-ra-ment
pedan-tic	pe-dan-tic
awry	a-wry
vista	vis-ta
ego-tism	e-go-tism
del-i-catessen	del-i-ca-tes-sen
re-pen-tance	re-pent-ance
claus-tro-pho-bia	claus-tro-pho-bi-a
in-dex-ing	indexing
con-sum-able	con-sum-a-ble
basil-i-ca	ba-sil-i-ca
mnemon-ic	mne-mon-ic
tonal-i-ty	to-nal-i-ty
non-event	non-e-vent
ra-di-ograph	ra-di-o-graph
di-alec-tic	di-a-lec-tic
in-signia	in-sig-ni-a
over-look	o-ver-look
cine	cin-e
gun-nery	gun-ner-y
liti-gious	li-ti-gious
carousel	car-ou-sel
over-sleep	o-ver-sleep
ex-pect-ed	expected
baronet	bar-on-et
con-sid-er-able	con-sid-er-a-ble
un-set-tling	unsettling
de-riso-ry	de-ri-so-ry
ban-tamweight	ban-tam-weight
hor-mon-al	hor-mo-nal
legu-mi-nous	le-gu-mi-nous
saline	sa-line
obe-di-ent	o-be-di-ent
het-ero-dox	het-er-o-dox
ab-solute-ly	ab-so-lute-ly
ir-repara-ble	ir-rep-a-ra-ble
iso-ton-ic	i-so-ton-ic
rigid-i-fy	ri-gid-i-fy
lethar-gy	leth-ar-gy
stonework	stone-work
para-noia	par-a-noi-a
over-hand	o-ver-hand
au-thoress	au-thor-ess
cir-cling	circling
tithing	tith-ing
con-ser-va-to-ry	con-serv-a-to-ry
car-avel	car-a-vel
cut-lery	cut-ler-y
shaven	shav-en
anorex-ic	an-o-rex-ic
husky	hus-ky
milk-shake	milkshake
in-ter-change-ably	in-ter-change-a-bly
in-evitabil-i-ty	in-ev-i-ta-bil-i-ty
unan-i-mous	u-nan-i-mous
rubric	ru-bric
ivy	i-vy
de-f-i-n-i-tion-al	def-i-ni-tion-al
catchy	catch-y
tute-lage	tu-te-lage
ar-guable	ar-gu-a-ble
ser-vant	serv-ant
ven-omous	ven-om-ous
va-grancy	va-gran-cy
piv-otal	piv-ot-al
iso-lat-ing	i-so-lat-ing
fool-hardy	fool-har-dy
apoc-a-lyp-tic	a-poc-a-lyp-tic
pot-tery	pot-ter-y
dumpy	dump-y
chore-o-g-ra-ph-er	cho-re-og-ra-pher
cochlea	coch-le-a
ganger	gang-er
habi-ta-tion	hab-i-ta-tion
doyen	doy-en
math-e-mati-cian	math-e-ma-ti-cian
te-dious	te-di-ous
dogged-ly	dog-ged-ly
atone-ment	a-tone-ment
widescreen	wide-screen
quan-tifi-ca-tion	quan-ti-fi-ca-tion
steeple-chase	stee-ple-chase
ephemera	e-phem-er-a
an-ti-quary	an-ti-quar-y
voyeuris-tic	voy-eur-is-tic
dereg-u-late	de-reg-u-late
epis-to-lary	e-pis-to-lar-y
fran-coph-o-ne	fran-co-phone
voyeurism	vo-yeur-ism
propin-quity	pro-pin-qui-ty
dan-de-lion	dan-de-li-on
motet	mo-tet
tem-porar-i-ly	tem-po-rar-i-ly
minute-ly	mi-nute-ly
apos-ta-sy	a-pos-ta-sy
servi-tude	ser-vi-tude
any-place	an-y-place
navy	na-vy
drowsi-ness	drow-si-ness
kiosk	ki-osk
colos-sal	co-los-sal
brawny	brawn-y
foothold	foot-hold
spiny	spin-y
over-crowd	o-ver-crowd
shady	shad-y
over-shad-ow	o-ver-shad-ow
car-cino-gen-e-sis	car-cin-o-gen-e-sis
abuse	a-buse
apron	a-pron
grouchy	grouch-y
as-tro-physics	as-tro-phys-ics
dogs-body	dogs-bod-y
tri-maran	tri-ma-ran
pe-cu-niary	pe-cu-ni-ar-y
sim-u-lacrum	sim-u-la-crum
jan-u-ary	jan-u-ar-y
dusty	dust-y
plur-al	plu-ral
rhodo-den-dron	rho-do-den-dron
any-body	an-y-bod-y
pri-mar-i-ly	pri-ma-ri-ly
re-tal-ia-to-ry	re-tal-i-a-to-ry
axle	ax-le
boxy	box-y
baobab	ba-o-bab
pan-icky	pan-ick-y
stinger	sting-er
elec-table	e-lect-a-ble
un-nat-ur-al	un-nat-u-ral
carotid	ca-rot-id
mod-icum	mod-i-cum
pota-to	po-ta-to
tramway	tram-way
amount	a-mount
uni-corn	u-ni-corn
un-usu-al	un-u-su-al
spencer	spen-cer
linkup	link-up
hy-per-boloid	hy-per-bo-loid
grapevine	grape-vine
eroge-nous	e-rog-e-nous
eques-tri-an-ism	e-ques-tri-an-ism
un-adapt-ed	un-a-dapt-ed
crispy	crisp-y
halo-gen	hal-o-gen
syrup	syr-up
in-ter-dis-ci-pli-nary	in-ter-dis-ci-pli-nar-y
mea-sure-ment	meas-ure-ment
re-trieval	re-triev-al
ju-nior	jun-ior
bawl-ing	baw-ling
ge-neti-cist	ge-net-i-cist
in-vi-o-lable	in-vi-o-la-ble
man-i-festo	man-i-fes-to
tarsal	tar-sal
ra-dio-ther-a-py	ra-di-o-ther-a-py
iso-la-tion-ism	i-so-la-tion-ism
eigen-state	ei-gen-state
bilin-gual-ism	bi-lin-gual-ism
per-cu-ta-neous	per-cu-ta-ne-ous
bumper	bump-er
piebald	pie-bald
au-gury	au-gu-ry
ge-nial	ge-ni-al
diskette	disk-ette
hookah	hook-ah
look-ing	looking
cheesy	chees-y
unas-sum-ing	un-as-sum-ing
chapel	chap-el
bonus	bo-nus
apo-lit-i-cal	a-po-lit-i-cal
coun-ter-in-tu-itive	coun-ter-in-tu-i-tive
atom-ic	a-tom-ic
fruity	fruit-y
ini-ti-a-tion	in-i-ti-a-tion
sol-diery	sol-dier-y
tractable	trac-ta-ble
writer	writ-er
busty	bust-y
har-mo-nious-ly	har-mo-ni-ous-ly
ledger	ledg-er
ar-chaism	ar-cha-ism
non-con-for-mi-ty	non-con-form-i-ty
over-bear-ing	o-ver-bear-ing
bola	bo-la
di-gestible	di-gest-i-ble
cannabis	can-na-bis
melo-dra-ma	mel-o-dra-ma
gooey	goo-ey
en-force-able	en-force-a-ble
physics	phys-ics
sub-jec-tivism	sub-jec-tiv-ism
beach-comber	beach-comb-er
cen-trifu-gal	cen-trif-u-gal
unloved	un-loved
sorghum	sor-ghum
volatil-i-ty	vol-a-til-i-ty
smelt-ing	smelting
stereo-typ-i-cal	ster-e-o-typ-i-cal
moral-ly	mor-al-ly
catheter	cath-e-ter
stopover	stop-o-ver
para-sol	par-a-sol
un-der-achieve-ment	un-der-a-chieve-ment
tox-i-c-i-ty	tox-ic-i-ty
slouch-ing	slouching
imag-i-na-tive	im-ag-i-na-tive
con-fus-able	con-fus-a-ble
baron	bar-on
heron	her-on
pam-phle-teer	pam-phlet-eer
over-hear	o-ver-hear
para-dox	par-a-dox
spir-i-tu-al-ist	spir-it-u-al-ist
lachry-mal	lach-ry-mal
about	a-bout
un-speak-able	un-speak-a-ble
unchecked	un-checked
in-sur-gency	in-sur-gen-cy
sacro-sanct	sac-ro-sanct
stiffly	stiff-ly
gal-vanome-ter	gal-va-nom-e-ter
foot-baller	foot-ball-er
rooi-bos	roo-i-bos
marzi-pan	mar-zi-pan
renum-ber	re-num-ber
sumo	su-mo
el-dest	eld-est
hearty	heart-y
sanc-ti-mo-nious	sanc-ti-mo-ni-ous
mer-cury	mer-cu-ry
prodi-gal	prod-i-gal
viva	vi-va
galaxy	gal-ax-y
count-able	count-a-ble
cyclic	cy-clic
breathy	breath-y
tapir	ta-pir
backpedal	back-ped-al
leisure	lei-sure
tele-path-ic	tel-e-path-ic
bur-gundy	bur-gun-dy
etui	e-tui
mishap	mis-hap
labyrinthine	lab-y-rin-thine
elapse	e-lapse
un-de-sir-able	un-de-sir-a-ble
protest-ing	protesting
duel	du-el
poly-car-bon-ate	pol-y-car-bon-ate
suit-able	suit-a-ble
copi-lot	co-pi-lot
green-ery	green-er-y
clever	clev-er
enig-mat-ic	en-ig-mat-ic
be-whiskered	be-whisk-ered
un-en-vi-able	un-en-vi-a-ble
twitchy	twitch-y
gloomy	gloom-y
op-er-cu-lum	o-per-cu-lum
sonata	so-na-ta
iden-ti-fi-able	i-den-ti-fi-a-ble
un-sup-port-able	un-sup-port-a-ble
nephew	neph-ew
away	a-way
rapid-ly	rap-id-ly
fermi-on	fer-mi-on
mono-phon-ic	mon-o-phon-ic
fiendish	fiend-ish
elec-tri-cal-ly	e-lec-tri-cal-ly
draftee	draft-ee
seg-ment-ed	seg-men-ted
squea-mish	squeam-ish
throaty	throat-y
penu-ri-ous	pe-nu-ri-ous
mazur-ka	ma-zur-ka
speedy	speed-y
vinyl	vi-nyl
over-heat	o-ver-heat
switchgear	switch-gear
ec-sta-t-ic	ec-stat-ic
courtier	cour-ti-er
per-ish-able	per-ish-a-ble
doughty	dough-ty
un-premed-i-tat-ed	un-pre-med-i-tat-ed
hawser	haw-ser
domi-cil-iary	dom-i-cil-i-ar-y
teatime	tea-time
man-ager-ess	man-ag-er-ess
arith-metic	a-rith-me-tic
un-event-ful	un-e-vent-ful
repack	re-pack
aton-ic	a-ton-ic
menagerie	me-nag-er-ie
sawmill	saw-mill
gua-camole	gua-ca-mo-le
prepa-ra-tion	prep-a-ra-tion
hero-ism	her-o-ism
emer-gency	e-mer-gen-cy
marten	mar-ten
scathing	scath-ing
un-du-lat-ing	un-du-la-ting
in-tegri-ty	in-teg-ri-ty
axis	ax-is
as-pirin	as-pi-rin
boast-ing	boas-ting
swishy	swish-y
overem-pha-sis	o-ver-em-pha-sis
palati-nate	pa-lat-i-nate
re-cov-ery	re-cov-er-y
warhorse	war-horse
tenor	ten-or
in-alien-able	in-al-ien-a-ble
in-tra-venous-ly	in-tra-ve-nous-ly
amus-ing	a-mus-ing
ra-tio-nal-ist	ra-tion-al-ist
funky	funk-y
mas-culin-i-ty	mas-cu-lin-i-ty
