Attempt	Real
as-para-gus	as-par-a-gus
sub-ter-ranean	sub-ter-ra-ne-an
dis-senter	dis-sent-er
non-con-for-mi-ty	non-con-form-i-ty
as-segai	as-se-gai
diplo-mat-ic	dip-lo-mat-ic
screwy	screw-y
med-i-c-i-nal	me-dic-i-nal
cal-care-ous	cal-car-e-ous
pre-dictable	pre-dict-a-ble
defuse	de-fuse
as-cen-dant	as-cend-ant
epi-gram-mat-ic	ep-i-gram-mat-ic
toluene	tol-u-ene
de-f-i-n-i-tion-al	def-i-ni-tion-al
avoid	a-void
in-alien-able	in-al-ien-a-ble
mela-tonin	mel-a-to-nin
burn-ings	bur-nings
steeple-jack	stee-ple-jack
par-si-mo-nious	par-si-mo-ni-ous
metaphor	met-a-phor
mas-tery	mas-ter-y
doc-tor-ing	doctoring
can-dlelit	can-dle-lit
opera	o-pe-ra
in-frared	in-fra-red
orig-i-na-tion	o-rig-i-na-tion
stat-uette	stat-u-ette
gable	ga-ble
kilo-hertz	kil-o-hertz
pro-ject-ing	projecting
pig-gery	pig-ger-y
grandios-i-ty	gran-di-os-i-ty
post-mod-ernist	post-mod-ern-ist
metronome	met-ro-nome
epig-ra-phy	e-pig-ra-phy
uni-fy	u-ni-fy
frontal	fron-tal
docile	doc-ile
rein-vig-o-rate	re-in-vig-or-ate
de-crepi-tude	de-crep-i-tude
sisal	si-sal
psy-chother-a-py	psy-cho-ther-a-py
sacra-men-tal	sac-ra-men-tal
para-phrase	par-a-phrase
manda-to-ry	man-da-to-ry
samu-rai	sam-u-rai
polem-i-cal	po-lem-i-cal
dolomite	do-lo-mite
gelati-nous	ge-lat-i-nous
con-cil-iar	con-cil-i-ar
foot-balling	foot-ball-ing
punky	punk-y
sedi-tious	se-di-tious
satyr	sa-tyr
over-rate	o-ver-rate
literati	lit-e-ra-ti
timid	tim-id
cheru-bic	che-ru-bic
en-graver	en-grav-er
cine	cin-e
en-tre-pre-neur-ial	en-tre-pre-neur-i-al
iso-la-tion-ism	i-so-la-tion-ism
par-tici-ple	par-ti-ci-ple
tsuna-mi	tsu-na-mi
seg-ment-ed	seg-men-ted
gan-glion	gan-gli-on
meta-mor-phism	met-a-mor-phism
over-haul	o-ver-haul
un-con-ge-nial	un-con-gen-ial
plat-i-tudi-nous	plat-i-tu-di-nous
meta-physics	met-a-phys-ics
grenadier	gren-a-dier
bawdy	bawd-y
do-lor-ous	dol-or-ous
com-ple-men-tary	com-ple-men-ta-ry
sier-ra	si-er-ra
paci-fy	pac-i-fy
randy	rand-y
lion	li-on
chimera	chi-me-ra
tra-chea	tra-che-a
sun-flower	sun-flow-er
showjumpers	show-jum-pers
su-prema-cy	su-prem-a-cy
joyrid-ing	joy-rid-ing
usurer	u-su-rer
at-tribute	at-trib-ute
tempter	tempt-er
fragili-ty	fra-gil-i-ty
rata-touille	ra-ta-touille
white-washed	whitewashed
unlov-able	un-lov-a-ble
fel-la-tio	fel-la-ti-o
high-lighter	high-ligh-ter
cheva-lier	chev-a-lier
kilo	ki-lo
hobo	ho-bo
seraph-ic	se-raph-ic
dogged	dog-ged
ivy	i-vy
where-abouts	where-a-bouts
trans-plant-ed	transplanted
dis-con-ti-nu-ity	dis-con-ti-nu-i-ty
va-grancy	va-gran-cy
cor-nu-copia	cor-nu-co-pi-a
archival	ar-chi-val
raider	raid-er
tem-pera-men-tal	tem-per-a-men-tal
cen-tipede	cen-ti-pede
seaborne	sea-borne
teenaged	teen-aged
bio-met-ric	bi-o-met-ric
unabridged	un-a-bridged
heretic	her-e-tic
sabra	sa-bra
re-assem-ble	re-as-sem-ble
hefty	heft-y
util-i-tar-i-an	u-til-i-tar-i-an
mega-lo-ma-nia	meg-a-lo-ma-ni-a
ex-citable	ex-cit-a-ble
shifty	shift-y
beanstalk	bean-stalk
manslaugh-ter	man-slaugh-ter
ozone	o-zone
mil-lenar-i-an	mil-le-nar-i-an
poly-tech-nic	pol-y-tech-nic
hear-ken	heark-en
undis-cov-ered	un-dis-cov-ered
ir-res-olute	ir-res-o-lute
rhubarb	rhu-barb
roguery	ro-guer-y
elon-ga-tion	e-lon-ga-tion
over-fly	o-ver-fly
glassy	glass-y
tena-cious-ly	te-na-cious-ly
debu-tante	deb-u-tante
pan-das	pan-das
gen-uine	gen-u-ine
galling	gall-ing
fa-nati-cism	fa-nat-i-cism
razzmatazz	razz-ma-tazz
fa-ther-ing	fathering
with-ered	withered
res-cuer	res-cu-er
re-vival-ism	re-viv-al-ism
un-healthy	un-health-y
flaky	flak-y
ar-chaeopteryx	ar-chae-op-ter-yx
glam-orous	glam-or-ous
tro-pos-phere	trop-o-sphere
over-draw	o-ver-draw
castoff	cast-off
hermeneu-tics	her-me-neu-tics
pass-ably	pass-a-bly
poly-mor-phism	pol-y-mor-phism
me-nial	me-ni-al
pe-tit	pet-it
poly-thene	pol-y-thene
bear-able	bear-a-ble
fiat	fi-at
padding	pad-ding
un-bear-ably	un-bear-a-bly
nadir	na-dir
kayak	kay-ak
nonethe-less	none-the-less
ori-ent	o-ri-ent
ir-re-versible	ir-re-vers-i-ble
onyx	on-yx
tragedy	trag-e-dy
jalopy	ja-lop-y
un-pre-dictably	un-pre-dict-a-bly
cur-tained	curtained
ab-solute-ly	ab-so-lute-ly
parox-ysm	par-ox-ysm
cur-ricu-lum	cur-ric-u-lum
artiste	ar-tiste
flutist	flut-ist
tiny	ti-ny
wail-ing	wailing
glut-tony	glut-ton-y
uvu-la	u-vu-la
par-ent-ing	parenting
vizier	vi-zier
morale	mo-rale
hy-acinth	hy-a-cinth
deli	del-i
repos-i-to-ry	re-pos-i-to-ry
buoy	bu-oy
de-lin-eate	de-lin-e-ate
there-after	there-af-ter
mesca-line	mes-ca-line
hy-drochlo-ride	hy-dro-chlo-ride
utopi-an	u-to-pi-an
abroad	a-broad
macaw	ma-caw
dauber	daub-er
ho-mo-gene-ity	ho-mo-ge-ne-i-ty
undis-ci-plined	un-dis-ci-plined
vel-veteen	vel-vet-een
covenant	cov-e-nant
in-for-mant	in-form-ant
emul-sion	e-mul-sion
stetho-scope	steth-o-scope
melan-cholic	mel-an-chol-ic
sup-ple-men-tary	sup-ple-men-ta-ry
bather	bath-er
un-event-ful	un-e-vent-ful
phil-an-thropist	phi-lan-thro-pist
para-mount-cy	par-a-mount-cy
petro-chem-i-cal	pet-ro-chem-i-cal
swindler	swin-dler
bulky	bulk-y
sunken	sunk-en
mantrap	man-trap
dugout	dug-out
pun-ish-able	pun-ish-a-ble
hexa-gram	hex-a-gram
dero-gate	der-o-gate
lithi-um	lith-i-um
cursed	curs-ed
herbal-ism	her-bal-ism
lisp-ing	lis-ping
dishar-mo-ny	dis-har-mo-ny
liken	lik-en
naive-ly	na-ive-ly
sali-vary	sal-i-var-y
valise	va-lise
retic-u-lat-ed	re-tic-u-lat-ed
di-ure-sis	di-u-re-sis
mer-cu-r-ial	mer-cu-ri-al
con-vivial	con-viv-i-al
project	proj-ect
sto-ry-teller	sto-ry-tell-er
gospel	gos-pel
cli-ma-tol-ogy	cli-ma-tol-o-gy
gen-uine-ness	gen-u-ine-ness
sleepi-ness	sleep-i-ness
parabo-la	pa-rab-o-la
trea-son-able	trea-son-a-ble
pizze-ria	piz-ze-ri-a
squally	squal-ly
tyran-ni-cal	ty-ran-ni-cal
dis-penser	dis-pens-er
geo-chem-istry	ge-o-chem-is-try
mi-crowave	mi-cro-wave
mol-e-c-u-lar	mo-lec-u-lar
codling	cod-ling
ru-inous	ru-in-ous
fly-over	fly-o-ver
defe-cate	def-e-cate
cylin-der	cyl-in-der
bar-barism	bar-ba-rism
mis-align-ment	mis-a-lign-ment
pho-to-copy	pho-to-cop-y
over-pro-duc-tion	o-ver-pro-duc-tion
pre-dict-ed	predicted
os-tracism	os-tra-cism
gavotte	ga-votte
in-hala-tion	in-ha-la-tion
shad-owy	shad-ow-y
over-sup-ply	o-ver-sup-ply
fussy	fuss-y
unim-por-tance	un-im-por-tance
abaft	a-baft
friendlily	friend-li-ly
my-opia	my-o-pi-a
melo-di-ous	me-lo-di-ous
imam	i-mam
aor-tic	a-or-tic
recog-ni-tion	rec-og-ni-tion
ran-corous	ran-cor-ous
nymp-holep-sy	nym-pho-lep-sy
ap-pendage	ap-pend-age
poly-glot	pol-y-glot
wom-ankind	wom-an-kind
equal-i-ty	e-qual-i-ty
ex-porter	ex-port-er
rafter	raft-er
ex-piry	ex-pi-ry
in-cor-rupt-ible	in-cor-rupt-i-ble
steam-roller	steam-roll-er
chivvy	chiv-vy
ex-plic-a-ble	ex-pli-ca-ble
an-thro-pocen-tric	an-thro-po-cen-tric
cider	ci-der
irid-i-um	i-rid-i-um
me-thio-n-ine	me-thi-o-nine
okapi	o-ka-pi
beamy	beam-y
telegram	tel-e-gram
in-ter-mol-e-c-u-lar	in-ter-mo-lec-u-lar
hosepipe	hose-pipe
onus	o-nus
eval-u-a-tor	e-val-u-a-tor
chemist	chem-ist
award	a-ward
man-i-festo	man-i-fes-to
mealie	meal-ie
bac-te-r-i-al	bac-te-ri-al
co-pra	cop-ra
ra-di-og-ra-ph-er	ra-di-og-ra-pher
eosin	e-o-sin
cesspit	cess-pit
rial	ri-al
jeal-ousy	jeal-ous-y
pe-ri-as-tron	per-i-as-tron
derelict	der-e-lict
dis-obe-di-ent	dis-o-be-di-ent
hia-tus	hi-a-tus
even	e-ven
in-flat-able	in-flat-a-ble
naval	na-val
mayflower	may-flow-er
beeswax	bees-wax
makeshift	make-shift
heavy-weight	heav-y-weight
edit-ed	edited
op-por-tunism	op-por-tun-ism
con-sul-tan-cy	con-sult-an-cy
vestal	ves-tal
ho-n-our	ho-nour
mo-not-o-n-ic	mon-o-ton-ic
ego-tism	e-go-tism
para-mour	par-a-mour
hazel	ha-zel
await	a-wait
baby	ba-by
aro-ma	a-ro-ma
plumy	plum-y
trea-sure	treas-ure
tenon	ten-on
navy	na-vy
guinea	guin-ea
evade	e-vade
vanil-la	va-nil-la
siphon	si-phon
cousin	cous-in
reread	re-read
apos-tle	a-pos-tle
precipice	prec-i-pice
chi-canery	chi-can-er-y
loca-tive	loc-a-tive
par-adise	par-a-dise
humbly	hum-bly
musty	mus-ty
apos-ta-sy	a-pos-ta-sy
an-throp-ic	an-thro-pic
creaky	creak-y
car-cino-gen-e-sis	car-cin-o-gen-e-sis
ecol-o-gy	e-col-o-gy
sa-tanism	sa-tan-ism
ex-e-cutable	ex-e-cut-a-ble
gui-tarist	gui-tar-ist
im-munol-o-gy	im-mu-nol-o-gy
pre-cau-tion-ary	pre-cau-tion-ar-y
zigzag	zig-zag
in-com-men-su-rable	in-com-men-su-ra-ble
renter	rent-er
bistro	bis-tro
skele-ton	skel-e-ton
prefer-ably	pref-er-a-bly
semi-con-scious	sem-i-con-scious
prairie	prai-rie
cation	cat-i-on
by-stander	by-stand-er
chateau	cha-teau
facile	fac-ile
triplet	tri-plet
whisker	whisk-er
sabo-teur	sab-o-teur
un-in-ter-pretable	un-in-ter-pret-a-ble
maser	ma-ser
in-tegri-ty	in-teg-ri-ty
busi-ly	bus-i-ly
in-de-ter-minable	in-de-ter-mi-na-ble
peri-patet-ic	per-i-pa-tet-ic
prepara-to-ry	pre-par-a-to-ry
sepul-chral	se-pul-chral
tele-con-fer-ence	tel-e-con-fer-ence
bal-moral	bal-mor-al
climber	climb-er
un-no-tice-able	un-no-tice-a-ble
church-war-den	church-ward-en
precinct	pre-cinct
stu-dious-ly	stu-di-ous-ly
panache	pa-nache
poignant	poign-ant
busty	bust-y
re-fin-ery	re-fin-er-y
un-avoid-able	un-a-void-a-ble
quizzi-cal	quiz-zi-cal
un-am-bigu-ous-ly	un-am-big-u-ous-ly
heather	heath-er
orang	o-rang
look-ing	looking
over-spill	o-ver-spill
verisimil-i-tude	ver-i-si-mil-i-tude
jam-boree	jam-bo-ree
rapi-er	ra-pi-er
styl-is-tic	sty-lis-tic
arthro-pod	ar-thro-pod
odome-ter	o-dom-e-ter
mover	mov-er
metal-lic	me-tal-lic
un-war-rantable	un-war-rant-a-ble
dandy	dan-dy
bubon-ic	bu-bon-ic
com-pact-ed	compacted
mam-malian	mam-ma-li-an
myx-o-mato-sis	myx-o-ma-to-sis
pre-or-dained	preordained
tremu-lous	trem-u-lous
phys-iog-no-my	phys-i-og-no-my
arum	ar-um
rat-tlesnake	rat-tle-snake
myelin	my-e-lin
cameo	cam-e-o
trashy	trash-y
comet	com-et
comi-ty	com-i-ty
leucine	leu-cine
smelly	smell-y
an-tipodes	an-tip-o-des
emit	e-mit
apos-tolic	ap-os-tol-ic
mar-itime	mar-i-time
blus-ter-ing	blustering
barefaced	bare-faced
con-denser	con-dens-er
wispy	wisp-y
dwin-dling	dwindling
metonymy	me-ton-y-my
falset-to	fal-set-to
pathol-o-gy	pa-thol-o-gy
di-aphanous	di-aph-a-nous
apoc-ryphal	a-poc-ry-phal
lido	li-do
pan-icky	pan-ick-y
over-load	o-ver-load
oblige	o-blige
sulky	sulk-y
sumo	su-mo
repa-tri-a-tion	re-pa-tri-a-tion
liveli-hood	live-li-hood
igua-na	i-gua-na
sero-tonin	ser-o-to-nin
equa-to-r-i-al	e-qua-to-ri-al
ir-re-proach-able	ir-re-proach-a-ble
cur-tilage	cur-ti-lage
rewritable	re-writ-a-ble
per-ilous-ly	per-il-ous-ly
speechi-fy-ing	speechifying
whiskey	whis-key
xenon	xe-non
rosin	ros-in
dis-abil-i-ty	dis-a-bil-i-ty
silage	si-lage
bal-alai-ka	bal-a-lai-ka
dis-in-fec-tant	dis-in-fect-ant
rustler	rus-tler
milliner	mil-li-ner
over-ripe	o-ver-ripe
peafowl	pea-fowl
dusky	dusk-y
adult	a-dult
unchris-t-ian	un-chris-tian
overop-ti-mistic	o-ver-op-ti-mis-tic
cor-po-ratism	cor-po-rat-ism
be-wil-der-ing	bewildering
capri-cious	ca-pri-cious
re-assess-ment	re-as-sess-ment
union-ist	un-ion-ist
alive	a-live
ge-ot-her-mal	ge-o-ther-mal
in-con-ceiv-able	in-con-ceiv-a-ble
shilling	shil-ling
rack-e-teer-ing	rack-et-eer-ing
elas-tic-i-ty	e-las-tic-i-ty
bony	bon-y
va-porous	va-por-ous
fever-ish	fe-ver-ish
raven-ing	rav-en-ing
orig-i-nal-i-ty	o-rig-i-nal-i-ty
bivouac	biv-ou-ac
hu-manoid	hu-man-oid
read-able	read-a-ble
scrupu-lous-ly	scru-pu-lous-ly
ex-is-tent	ex-ist-ent
ebul-lience	e-bul-lience
out-lier	out-li-er
mistype	mis-type
mar-que	marque
spir-i-tu-al-ist	spir-it-u-al-ist
colan-der	col-an-der
ashamed	a-shamed
lyri-cal	lyr-i-cal
province	prov-ince
sen-hor	se-nhor
ir-ri-tabil-i-ty	ir-ri-ta-bil-i-ty
freck-led	freckled
fig-u-ra-tive	fig-ur-a-tive
zany	za-ny
melanin	mel-a-nin
ever-more	ev-er-more
soli-taire	sol-i-taire
bal-loon-ist	balloonist
cherub	cher-ub
mar-gin-a-lia	mar-gi-na-li-a
shopfront	shop-front
con-vert-ible	con-vert-i-ble
over-look	o-ver-look
un-de-tectable	un-de-tect-a-ble
gra-tu-itous-ly	gra-tu-i-tous-ly
atom-ic-i-ty	at-o-mic-i-ty
harpist	har-pist
weapon	weap-on
toothy	tooth-y
bullfinch	bull-finch
makeover	make-o-ver
in-cisor	in-ci-sor
omi-nous	om-i-nous
deluxe	de-luxe
soli-tary	sol-i-tar-y
uterus	u-ter-us
hy-draulics	hy-drau-lics
ure-thane	u-re-thane
calo-rie	cal-o-rie
breath-able	breath-a-ble
dis-pens-able	dis-pen-sa-ble
ir-re-versibly	ir-re-vers-i-bly
elec-tro-dy-nam-ics	e-lec-tro-dy-nam-ics
tenac-i-ty	te-nac-i-ty
slimy	slim-y
babysit-ting	babysitting
eu-pho-nious	eu-pho-ni-ous
aqua-naut	aq-ua-naut
spaghet-ti	spa-ghet-ti
techno-pho-bic	tech-no-pho-bic
strate-gi-cal-ly	stra-te-gi-cal-ly
judo	ju-do
in-com-press-ible	in-com-press-i-ble
coax-i-al	co-ax-i-al
equip-ment	e-quip-ment
mono-rail	mon-o-rail
frigid	frig-id
hauler	haul-er
vari-ate	var-i-ate
turnkey	turn-key
tri-adic	tri-ad-ic
un-break-able	un-break-a-ble
slip-ping	slipping
de-ity	de-i-ty
un-reach-able	un-reach-a-ble
re-mark-ably	re-mark-a-bly
leg-isla-tive	leg-is-la-tive
reaper	reap-er
con-formist	con-form-ist
si-nu-soid	si-nus-oid
un-mis-tak-ably	un-mis-tak-a-bly
sub-sis-tence	sub-sist-ence
ac-cept-able	ac-cept-a-ble
turnip	tur-nip
epi-der-mis	ep-i-der-mis
con-t-a-m-i-na-tion	con-tam-i-na-tion
mono-lin-gual	mon-o-lin-gual
con-struc-tivism	con-struc-tiv-ism
oakum	oa-kum
cen-tripetal	cen-trip-e-tal
pres-bytery	pres-by-ter-y
geisha	gei-sha
sinis-tral	sin-is-tral
de-plorable	de-plor-a-ble
shim-mer-ing	shimmering
cannabis	can-na-bis
ibis	i-bis
ivory	i-vo-ry
over-in-flat-ed	o-ver-in-flat-ed
mono-phon-ic	mon-o-phon-ic
fifty	fif-ty
icon-o-clast	i-con-o-clast
body-build-ing	bod-y-build-ing
