Attempt	Real
pes-simis-m	pes-si-mism
pipette	pi-pette
antwer-p	antwerp
s-in-u-ous	sin-u-ous
frosty	frost-y
quintessen-tial-ly	quin-tes-sen-tial-ly
lozenge	loz-enge
cy-berspace	cy-ber-space
opac-i-ty	o-pac-i-ty
fran-chisee	fran-chi-see
duchy	duch-y
s-tave	stave
collinear	col-lin-e-ar
dodgem	dodg-em
spunky	spunk-y
chim-p	chimp
duf-f	duff
frilly	frill-y
d-if-fer-ing	differing
hangar	hang-ar
mod-ernism	mod-ern-ism
dis-si-den-t	dis-si-dent
causal-ly	caus-al-ly
el-l	ell
por-traitist	por-trait-ist
brushy	brush-y
oakum	oa-kum
s-tokes	stokes
irid-i-um	i-rid-i-um
ethic-s	eth-ics
propin-quity	pro-pin-qui-ty
ep-ithe-lial	ep-i-the-li-al
i-nat-ten-tive	in-at-ten-tive
morale	mo-rale
colonic	co-lon-ic
fash-ion-ably	fash-ion-a-bly
restive	res-tive
s-ingly	sin-gly
pleas-antry	pleas-ant-ry
beanstalk	bean-stalk
wind-surfer	wind-surf-er
para-psy-chol-o-gy	par-a-psy-chol-o-gy
oily	oil-y
s-teeple-chase	stee-ple-chase
prodi-gal	prod-i-gal
spir-i-tu-al-is-m	spir-it-u-al-ism
s-nub	snub
paramour	par-a-mour
de-ca-pod	dec-a-pod
s-trato-sphere	strat-o-sphere
unchris-tian	un-chris-tian
ap-praisal	ap-prais-al
bio-engi-neer-ing	bi-o-en-gi-neer-ing
ditch-ing	ditching
s-to-chas-tic	sto-chas-tic
vine-gar	vin-e-gar
syl-labary	syl-la-bar-y
schema	sche-ma
but-tery	but-ter-y
enig-ma	e-nig-ma
s-ketchy	sketch-y
con-stituen-t	con-stit-u-ent
s-cores	scores
drom-e-dary	drom-e-dar-y
get-away	get-a-way
shal-l	shall
s-tate-hood	state-hood
pizze-ri-a	piz-ze-ri-a
re-li-able	re-li-a-ble
boron	bo-ron
cleaver	cleav-er
haughty	haugh-ty
s-porran	spor-ran
s-ly-ly	sly-ly
un-record-ed	un-re-cord-ed
alar-m	a-larm
glacier	gla-cier
potable	po-ta-ble
u-nat-tend-ed	un-at-tend-ed
p-re-sentable	pre-sent-a-ble
gym-nas-tic-s	gym-nas-tics
jour-nalese	jour-nal-ese
mi-crodot	mi-cro-dot
clank-ing	clan-king
d-e-duc-tive	de-duc-tive
salmon	salm-on
aro-mat-ic	ar-o-mat-ic
iso-late	i-so-late
t-elecom-mut-ing	te-le-com-mu-ting
howdy	how-dy
repa-tri-a-tion	re-pa-tri-a-tion
cur-tail-men-t	cur-tail-ment
any-body	an-y-bod-y
specif-i-cal-ly	spe-cif-i-cal-ly
en-dear-men-t	en-dear-ment
delu-sion-al	de-lu-sion-al
s-lay-er	slay-er
arm-s	arms
un-elect-ed	un-e-lect-ed
curvy	curv-y
wilder-ness	wil-der-ness
per-ti-nen-t	per-ti-nent
fundrais-er	fund-rais-er
puz-zle-men-t	puz-zle-ment
ther-mome-ter	ther-mom-e-ter
graphite	graph-ite
un-re-pairable	un-re-pair-a-ble
s-ling-shot	sling-shot
roast-ed	roasted
jiffy	jif-fy
con-cor-dan-t	con-cord-ant
vinyl	vi-nyl
de-rail-men-t	de-rail-ment
con-sum-able	con-sum-a-ble
weapon	weap-on
in-equity	in-eq-ui-ty
rounder-s	round-ers
avenge	a-venge
con-ge-nial	con-gen-ial
samu-rai	sam-u-rai
du-op-oly	du-op-o-ly
ne-go-tiable	ne-go-ti-a-ble
pelvic	pel-vic
iso-lat-ed	i-so-lat-ed
au-tonomous-ly	au-ton-o-mous-ly
grid-iron	grid-i-ron
s-cant-y	scant-y
ir-ra-tional	ir-ra-tion-al
cheery	cheer-y
record-ing	re-cord-ing
rose-mary	rose-mar-y
holdup	hold-up
wun-derkind	wun-der-kind
s-pam	spam
boa	bo-a
based	based
bar-bar-ian	bar-bar-i-an
per-mafrost	per-ma-frost
killjoy	kill-joy
d-ing	ding
pe-trel	pet-rel
odor-ous	o-dor-ous
eleven	e-lev-en
o-h	oh
avi-a-tor	a-vi-a-tor
tuner	tun-er
rudi-men-ta-ry	ru-di-men-ta-ry
bear-able	bear-a-ble
overqual-i-fied	o-ver-qual-i-fied
tripoli	trip-o-li
k-i-lo	ki-lo
scrupu-lous-ly	scru-pu-lous-ly
d-if-fract	dif-fract
tes-ta-men-t	tes-ta-ment
s-api-en-t	sa-pi-ent
chapel	chap-el
s-nig-ger-ing	sniggering
quartzite	quartz-ite
beefy	beef-y
re-liv-e	re-live
di-nosaur	di-no-saur
asyn-chro-nous	a-syn-chro-nous
podgy	podg-y
cam-panile	cam-pa-ni-le
can-dlelit	can-dle-lit
i-n-ac-cu-rate	in-ac-cu-rate
money-len-der	mon-ey-lend-er
mis-shapen	mis-shap-en
glan-s	glans
un-re-pen-tan-t	un-re-pent-ant
monau-ral	mon-au-ral
en-ter-tain-men-t	en-ter-tain-ment
s-toop	stoop
febrile	fe-brile
hostler	hos-tler
s-traight	straight
m-is-fire	mis-fire
sandy	sand-y
colo-nial-ist	co-lo-ni-al-ist
il-menite	il-men-ite
tri-den-t	tri-dent
resur-gen-t	re-sur-gent
gaga	ga-ga
male-fac-tor	mal-e-fac-tor
i-a-tro-genic	i-at-ro-gen-ic
trusty	trust-y
penin-su-lar	pen-in-su-lar
swar-m	swarm
doc-tor-ing	doctoring
s-lash-ing	slash-ing
over-anx-ious	o-ver-anx-ious
rainy	rain-y
stin-t	stint
squea-mish	squeam-ish
s-pa	spa
apex	a-pex
owlet	owl-et
chalet	cha-let
un-govern-able	un-gov-ern-a-ble
feath-ery	feath-er-y
cashew	cash-ew
prepo-si-tion-al	prep-o-si-tion-al
g-lyph	glyph
with-ered	withered
enig-mat-ic	en-ig-mat-ic
over-print	o-ver-print
phy-loge-ny	phy-log-e-ny
paragon	par-a-gon
gamy	gam-y
firmware	firm-ware
stron-tium	stron-ti-um
largo	lar-go
ef-ful-gen-t	ef-ful-gent
sub-servien-t	sub-ser-vi-ent
moth-er-stobe	mo-ther-stobe
swinger	swing-er
ex-oskele-ton	ex-o-skel-e-ton
manome-ter	ma-nom-e-ter
con-san-guineous	con-san-guin-e-ous
s-nook-er	snook-er
mat-te	matte
sa-tanis-m	sa-tan-ism
ev-ery-thing	eve-ry-thing
va-sec-to-my	vas-ec-to-my
s-cud	scud
her-aldry	her-ald-ry
mossy	mos-sy
n-er-vous	nerv-ous
mi-cro-surgery	mi-cro-sur-ger-y
im-per-turbable	im-per-turb-a-ble
condi-men-t	con-di-ment
h-es-i-tan-cy	hes-i-tan-cy
arable	ar-a-ble
vulpine	vul-pine
motile	mo-tile
vicar	vic-ar
flota-tion	flo-ta-tion
de-ser-ti-fi-ca-tion	de-sert-i-fi-ca-tion
cologne	co-logne
over-tone	o-ver-tone
s-tar-board	star-board
s-lop-py	slop-py
pinafore	pin-a-fore
cara-cal	car-a-cal
bizarre	bi-zarre
ef-fron-tery	ef-fron-ter-y
san-i-tary	san-i-tar-y
forte	for-te
cun-nilin-gus	cun-ni-lin-gus
ne-ma-tode	nem-a-tode
t-inc-ture	tinc-ture
in-fini-tive	in-fin-i-tive
buf-fer	buff-er
dandy	dan-dy
o-ver-seer	o-ver-se-er
a-pogee	ap-o-gee
mag-ne-si-a	mag-ne-sia
viper	vi-per
stipend	sti-pend
shaven	shav-en
para-keet	par-a-keet
re-de-ploy-men-t	re-de-ploy-ment
over-com-pen-sate	o-ver-com-pen-sate
gra-tu-itous	gra-tu-i-tous
elfin	elf-in
epi-graph	ep-i-graph
detox	de-tox
dis-heart-en-ing	dis-hear-te-ning
privy	priv-y
g-ly-col	gly-col
welling-ton	wel-ling-ton
growler	growl-er
bene-dic-tion	ben-e-dic-tion
as-trologer	as-trol-o-ger
gra-tu-ity	gra-tu-i-ty
in-nard-s	in-nards
po-ten-tial-i-ty	po-ten-ti-al-i-ty
trans-ceiver	trans-ceiv-er
re-mis-s	re-miss
mis-con-duc-t	mis-con-duct
pre-his-toric	pre-his-tor-ic
ide-ol-o-gy	i-de-ol-o-gy
ema-ci-at-ed	e-ma-ci-at-ed
un-scrupu-lous	un-scru-pu-lous
frozen	fro-zen
steadi-ness	stead-i-ness
oblit-er-a-tion	ob-lit-er-a-tion
saucy	sau-cy
mod-e	mode
open	o-pen
dumper	dump-er
cyanide	cy-a-nide
recre-ation	rec-re-a-tion
idea	i-de-a
em-bed-dable	em-bed-da-ble
essence	es-sence
bio-chem-istry	bi-o-chem-is-try
d-e-fi-cien-cy	de-fi-cien-cy
crock-ery	crock-er-y
shiv-er-ing	shivering
in-cisor	in-ci-sor
tar-if-f	tar-iff
stinky	stink-y
er-ran-t	er-rant
con-tractible	con-tract-i-ble
cowherd	cow-herd
in-trepid	in-trep-id
gen-eros-i-ty	gen-er-os-i-ty
po-et-ic-s	po-et-ics
recog-ni-tion	rec-og-ni-tion
un-der-ar-m	un-der-arm
b-less	bless
foible	foi-ble
a-tol-l	at-oll
prospec-t	pros-pect
hu-man-is-m	hu-man-ism
land-for-m	land-form
im-prov-i-den-t	im-prov-i-dent
labi-um	la-bi-um
aque-ous	a-que-ous
re-flec-t	re-flect
prof-itably	prof-it-a-bly
dy-namis-m	dy-na-mism
miniskirt	min-i-skirt
prover-bial	pro-ver-bi-al
tox-i-c-i-ty	tox-ic-i-ty
manor	man-or
i-n-ac-ces-si-ble	in-ac-ces-si-ble
longevi-ty	lon-gev-i-ty
n-ev-er-the-less	nev-er-the-less
out-landish	out-land-ish
wastage	wast-age
rec-om-mend-ed	recommended
cheeky	cheek-y
mo-lester	mo-lest-er
rege-late	re-ge-late
reroutes	re-routes
del-i-catessen	del-i-ca-tes-sen
ephemeris	e-phem-er-is
om-nibus	om-ni-bus
ca-cao	ca-ca-o
ethanol	eth-a-nol
no-table	no-ta-ble
facet	fac-et
dor-man-t	dor-mant
demigod	dem-i-god
u-nar-tic-u-lat-ed	un-ar-tic-u-lat-ed
s-ta-tor	sta-tor
fragili-ty	fra-gil-i-ty
drifter	drift-er
moody	mood-y
brigade	bri-gade
in-ge-nious	in-gen-ious
in-dif-fer-en-t	in-dif-fer-ent
in-con-ve-nien-t	in-con-ven-ient
melo-dra-mat-ic	mel-o-dra-mat-ic
ri-ot-ing	ri-o-ting
baleen	ba-leen
in-ex-pe-di-en-t	in-ex-pe-di-ent
seda-tive	sed-a-tive
break-away	break-a-way
res-onate	res-o-nate
elec-tro	e-lec-tro
re-con-struc-t	re-con-struct
over-throw	o-ver-throw
con-sulate	con-su-late
gatepost	gate-post
there-upon	there-up-on
open-er	o-pen-er
odi-um	o-di-um
melee	me-lee
coura-geous	cou-ra-geous
lega-tion	le-ga-tion
plaza	pla-za
ir-repara-ble	ir-rep-a-ra-ble
maudlin	maud-lin
som-brero	som-bre-ro
jokey	jok-ey
table-ware	ta-ble-ware
repli-ca-ble	rep-li-ca-ble
seal-ing	sealing
in-sec-t	in-sect
worsted	wor-sted
glin-t	glint
un-fet-tered	unfettered
kriegspiel	krieg-spiel
in-fras-truc-tural	in-fra-struc-tur-al
un-quench-able	un-quench-a-ble
mit-t	mitt
down-fal-l	down-fall
trac-ery	trac-er-y
i-ambic	i-am-bic
n-in-com-poop	nin-com-poop
ran-corous	ran-cor-ous
trace-able	trace-a-ble
dis-ori-en-ta-tion	dis-o-ri-en-ta-tion
hal-lelu-jah	hal-le-lu-jah
cav-ernous	cav-ern-ous
ex-trav-a-gan-t	ex-trav-a-gant
tin-t	tint
lit-er-al-is-m	lit-er-al-ism
trans-fer-able	trans-fer-a-ble
ma-joli-ca	ma-jol-i-ca
japon-i-ca	ja-pon-i-ca
epis-temic	ep-i-ste-mic
sacro-sanc-t	sac-ro-sanct
dyad	dy-ad
ir-re-sistible	ir-re-sist-i-ble
biotech-nol-o-gy	bi-o-tech-nol-o-gy
babysit-ter	ba-by-sit-ter
liqueur	li-queur
ga-lop	gal-op
de-liv-ery	de-liv-er-y
se-quencer	se-quenc-er
imag-in-able	im-ag-i-na-ble
dozen	doz-en
s-trate-gi-cal-ly	stra-te-gi-cal-ly
un-abat-ed	un-a-bat-ed
polyester	pol-y-es-ter
suc-cum-b	suc-cumb
over-hand	o-ver-hand
odor-if-er-ous	o-dor-if-er-ous
cyan	cy-an
sagac-i-ty	sa-gac-i-ty
n-ervy	nerv-y
pub-lished	published
kril-l	krill
tele-tex-t	tel-e-text
symp-to-matic	symp-to-mat-ic
s-to-ic	sto-ic
fiz-z	fizz
parch-men-t	parch-ment
com-pen-dium	com-pen-di-um
e-choic	e-cho-ic
s-tran-gles	stran-gles
enu-mer-a-tor	e-nu-mer-a-tor
shipown-er	ship-own-er
my-opic	my-op-ic
elec-tri-cal	e-lec-tri-cal
hi-ero-glyph	hi-er-o-glyph
un-in-for-ma-tive	un-in-form-a-tive
s-tormer	storm-er
de-con-struc-tive	deconstructive
lan-der	land-er
dila-tor	di-la-tor
car-rion	car-ri-on
s-cant-i-ness	scant-i-ness
canon-ic	ca-non-ic
heifer	heif-er
sex-tan-t	sex-tant
cine	cin-e
re-splen-den-t	re-splend-ent
pyra-mid	pyr-a-mid
s-cab-bard	scab-bard
castof-f	cast-off
tacho-graph	tach-o-graph
docile	doc-ile
syn-ovial	syn-o-vi-al
mit-i-gat-ing	mitigating
meta-physic-s	met-a-phys-ics
im-paction	im-pac-tion
chop-s	chops
prom-is-sory	prom-is-so-ry
facile	fac-ile
drift-ing	drif-ting
aza-lea	a-zal-ea
s-tu-por	stu-por
an-nul-men-t	an-nul-ment
ini-tial-ly	in-i-tial-ly
aque-duc-t	aq-ue-duct
com-man-dan-t	com-man-dant
taxis	tax-is
re-al-is-m	re-al-ism
mis-chievous	mis-chie-vous
mock-ery	mock-er-y
mort-gagor	mort-ga-gor
im-mi-nen-t	im-mi-nent
hi-ero-glyph-ic	hi-er-o-glyph-ic
de-scen-der	de-scend-er
prepar-a-tive	pre-par-a-tive
calo-rie	cal-o-rie
ex-pres-sion-is-m	ex-pres-sion-ism
s-trait-ened	strait-ened
servile	ser-vile
tribesman	tribes-man
s-worn	sworn
py-rotech-nic-s	py-ro-tech-nics
solem-ni-ty	so-lem-ni-ty
non-pay-men-t	non-pay-ment
s-tim-u-lan-t	stim-u-lant
unglam-orous	un-glam-or-ous
s-teel	steel
pres-ti-gious	pres-tig-ious
stealthy	stealth-y
d-eficit	def-i-cit
t-elecom-mu-ni-ca-tion	tel-e-com-mu-ni-ca-tion
s-trate-gist	strat-e-gist
s-trand-ed	strand-ed
thyris-tor	thy-ris-tor
s-tub-born-ness	stub-born-ness
menswear	mens-wear
dis-claimer	dis-claim-er
re-luc-tan-t	re-luc-tant
sleazy	slea-zy
pre-dict-ed	predicted
restora-tion	res-to-ra-tion
arum	ar-um
phil-an-thropic	phil-an-throp-ic
pony-tail	po-ny-tail
atom-ic-i-ty	at-o-mic-i-ty
stew-ardess	stew-ard-ess
s-cope	scope
k-ing-ly	king-ly
s-tarfish	star-fish
col-lo-qui-al-is-m	col-lo-qui-al-ism
curie	cu-rie
giblet-s	gib-lets
in-sipid	in-sip-id
goa-tee	goat-ee
sacral	sa-cral
af-fec-t	af-fect
show-ery	show-er-y
de-spon-den-cy	de-spond-en-cy
asi-nine	as-i-nine
paramed-i-cal	par-a-med-i-cal
hi-jack-ing	hi-jac-king
helper	help-er
grad-u-al-is-m	grad-u-al-ism
un-trace-able	un-trace-a-ble
rea-son-ably	rea-son-a-bly
lyri-cal	lyr-i-cal
pol-lard-ed	pollarded
archer	arch-er
k-itchen-ware	kitch-en-ware
mis-di-rec-t	mis-di-rect
ledger	ledg-er
s-light-ly	slight-ly
treaty	trea-ty
s-plen-did-ly	splen-did-ly
re-con-nec-t	re-con-nect
brew-ery	brew-er-y
s-lan-der	slan-der
hobo	ho-bo
mus-cle-d	mus-cled
synapse	syn-apse
con-tigu-ous	con-tig-u-ous
c-on-cil-i-a-tion	con-cil-i-a-tion
penury	pen-u-ry
blus-ter-ing	blustering
hero-ical-ly	he-ro-i-cal-ly
para-mil-i-tary	par-a-mil-i-tar-y
un-fore-see-able	un-fore-see-a-ble
stylish-ly	styl-ish-ly
s-pank	spank
s-tu-den-t	stu-dent
for-cep-s	for-ceps
re-trench-men-t	re-trench-ment
reti-na	ret-i-na
coinage	coin-age
dis-con-nec-t	dis-con-nect
re-sent-men-t	re-sent-ment
pa-ter-nal-is-m	pa-ter-nal-ism
supreme	su-preme
rhetor-i-cal	rhe-tor-i-cal
fuz-z	fuzz
s-low	slow
artery	ar-ter-y
con-scrip-t	con-script
epi-taph	ep-i-taph
xenon	xe-non
s-peak-er	speak-er
louis	lou-is
homi-cide	hom-i-cide
rheumat-ic-s	rheu-mat-ics
decor	de-cor
samovar	sam-o-var
callable	call-a-ble
holler	hol-ler
s-car	scar
celiba-cy	cel-i-ba-cy
libero	li-be-ro
moldy	mold-y
dis-cre-tionary	dis-cre-tion-ar-y
s-traight-for-ward-ly	straight-for-ward-ly
pom-p	pomp
mar-itime	mar-i-time
s-naky	snak-y
un-us-able	un-us-a-ble
poly-cyclic	pol-y-cy-clic
punch-line	punchline
baronet	bar-on-et
bereft	be-reft
painstak-ing	pains-tak-ing
ca-cophonous	ca-coph-o-nous
cathe-dral	ca-the-dral
per-me-able	per-me-a-ble
con-veyance	con-vey-ance
tele-pho-to	tel-e-pho-to
over-charge	o-ver-charge
about	a-bout
s-tat-uesque	stat-u-esque
bour-geoisie	bour-geoi-sie
over-ground	o-ver-ground
i-n-ap-pro-pri-ate	in-ap-pro-pri-ate
fetish	fet-ish
litho-sphere	lith-o-sphere
sup-ple-men-tary	sup-ple-men-ta-ry
thril-l	thrill
er-bium	er-bi-um
con-ven-t	con-vent
filmic	film-ic
mar-moset	mar-mo-set
im-moral-i-ty	im-mo-ral-i-ty
reaper	reap-er
com-press-ibil-i-ty	com-pres-si-bil-i-ty
in-quisi-to-ri-al	in-quis-i-to-ri-al
okapi	o-ka-pi
tablet	tab-let
ex-pi-ra-to-ry	ex-pir-a-to-ry
mis-aligned	mis-a-ligned
s-esame	ses-a-me
con-form-able	con-form-a-ble
despot-ic	des-pot-ic
po-litesse	pol-i-tesse
sup-ple-men-t	sup-ple-ment
planter	plant-er
thievish	thiev-ish
ovum	o-vum
s-coot	scoot
entab-la-ture	en-tab-la-ture
epi-gram	ep-i-gram
schemer	schem-er
s-tu-dious	stu-di-ous
cle-f	clef
reprisal	re-pris-al
mi-di	mid-i
su-per-posed	superposed
minute	mi-nute
painful	pain-ful
mi-cro-com-put-er	mi-cro-com-pu-ter
b-lis-ter	blis-ter
s-cant-i-ly	scant-i-ly
builder	build-er
s-plin-t	splint
itchy	itch-y
el-e-men-t	el-e-ment
k-loof	kloof
subto-tal	sub-to-tal
break-able	break-a-ble
fein-t	feint
tiller	till-er
mis-nomer	mis-no-mer
un-invit-ing	un-in-vit-ing
ob-jec-tion-able	ob-jec-tion-a-ble
over-laden	o-ver-lad-en
chrysan-the-mum	chry-san-the-mum
friendlily	friend-li-ly
de-port-men-t	de-port-ment
tiny	ti-ny
methanol	meth-a-nol
ru-inous	ru-in-ous
stony	ston-y
de-tainee	de-tain-ee
prophe-cy	proph-e-cy
cretinous	cre-tin-ous
ten-t	tent
modal-i-ty	mo-dal-i-ty
s-car-i-ly	scar-i-ly
e-quidis-tan-t	e-qui-dis-tant
vir-u-len-t	vir-u-lent
