Attempt	Real
tra-verse	trav-erse
signet	sig-net
pol-lard-ed	pollarded
tiler	til-er
but-t	butt
cheater	cheat-er
modal-i-ty	mo-dal-i-ty
b-liss-ful-ly	bliss-ful-ly
tachy-on	tach-y-on
p-re-s-e-lec-t	pre-se-lect
cyn-i-cis-m	cyn-i-cism
fid-get	fidg-et
lim-b	limb
i-ambus	i-am-bus
over-val-ue	o-ver-val-ue
gaze-bo	ga-ze-bo
s-pat-u-la	spat-u-la
lyri-cis-m	lyr-i-cism
bereft	be-reft
re-peater	re-peat-er
k-ilo-ton	kil-o-ton
re-spectabil-i-ty	re-spect-a-bil-i-ty
drom-e-dary	drom-e-dar-y
taster	tast-er
bathos	ba-thos
in-dis-putably	in-dis-put-a-bly
de-crepit	de-crep-it
sharply	sharp-ly
mic-turi-tion	mic-tu-ri-tion
dis-avow-al	dis-a-vow-al
brazen	bra-zen
briskly	brisk-ly
dactyl	dac-tyl
in-dige-nous	in-dig-e-nous
chas-ten-ing	chastening
im-moral-i-ty	im-mo-ral-i-ty
pold-er	pol-der
gallery	gal-ler-y
un-nec-es-sary	un-nec-es-sar-y
up-fron-t	up-front
cam-corder	cam-cord-er
u-nas-signed	un-as-signed
fin-ery	fin-er-y
pushy	push-y
me-te-oric	me-te-or-ic
tru-cu-len-t	truc-u-lent
s-ter-ile	ster-ile
sar-i	sa-ri
as-p	asp
undis-mayed	un-dis-mayed
sup-plan-t	sup-plant
s-played	splayed
mem-o-rable	mem-o-ra-ble
en-tropy	en-tro-py
pre-pon-der-an-t	pre-pon-der-ant
habit	hab-it
s-po-radic	spo-rad-ic
grand-par-en-t	grand-par-ent
n-od-dy	nod-dy
pyra-mid	pyr-a-mid
steamy	steam-y
in-abil-i-ty	in-a-bil-i-ty
wor-m	worm
catarac-t	cat-a-ract
ge-neti-cist	ge-net-i-cist
crazi-ly	cra-zi-ly
over-run	o-ver-run
s-plash-down	splash-down
in-fras-truc-tural	in-fra-struc-tur-al
desul-to-ry	des-ul-to-ry
s-tam-pede	stam-pede
pre-de-ter-mined	predetermined
mo-men-t	mo-ment
s-tiffly	stiff-ly
spongy	spon-gy
key-boardis-t	key-board-ist
grandiose	gran-di-ose
billing	bil-ling
erot-i-ca	e-rot-i-ca
id-iomat-ic	id-i-o-mat-ic
tai-lorable	tai-lor-a-ble
re-spectably	re-spect-a-bly
coulom-b	cou-lomb
con-duc-t	con-duct
stapes	sta-pes
cretin	cre-tin
rounder-s	round-ers
fri-able	fri-a-ble
en-force-men-t	en-force-ment
un-set-tling	unsettling
en-rich-men-t	en-rich-ment
mono-pole	mon-o-pole
over-anx-ious	o-ver-anx-ious
spokes-woman	spokes-wom-an
s-lap-dash	slap-dash
com-pe-ten-t	com-pe-tent
to-tal-i-tar-i-an-is-m	to-tal-i-tar-i-an-ism
enu-mer-a-tor	e-nu-mer-a-tor
plu-per-fec-t	plu-per-fect
l-it-i-gan-t	lit-i-gant
body-guard	bod-y-guard
in-duc-t	in-duct
tweedy	tweed-y
de-vel-op-men-t	de-vel-op-ment
do-h	doh
s-later	slat-er
serene	se-rene
grinder	grind-er
e-spres-so	es-pres-so
e-co-log-i-cal-ly	ec-o-log-i-cal-ly
fairy	fair-y
costar	co-star
dol-drum-s	dol-drums
en-vi-ron-men-tal-is-m	en-vi-ron-men-tal-ism
d-eficit	def-i-cit
rap-proche-men-t	rap-proche-ment
aver	a-ver
trencher	trench-er
in-dis-putable	in-dis-put-a-ble
mil-ligram	mil-li-gram
s-to-ry-telling	sto-ry-tell-ing
rip-pling	rippling
stipend	sti-pend
dither	dith-er
overuse	o-ver-use
coral	cor-al
tiling	til-ing
ne-go-tiable	ne-go-ti-a-ble
e-quidis-tan-t	e-qui-dis-tant
unswerv-ing	un-swerv-ing
palmy	palm-y
basal	ba-sal
sacral	sa-cral
break-able	break-a-ble
ves-ti-gial	ves-tig-i-al
cut-lery	cut-ler-y
an-swer-able	an-swer-a-ble
unlov-ing	un-lov-ing
base-bal-l	base-ball
un-in-for-ma-tive	un-in-form-a-tive
avi-ate	a-vi-ate
busy-body	bus-y-bod-y
de-mo-li-tion	dem-o-li-tion
episod-ic	ep-i-sod-ic
im-pri-matur	im-pri-ma-tur
satchel	satch-el
tele-vi-sion	tel-e-vi-sion
an-te-dilu-vian	an-te-di-lu-vi-an
boast-ing	boas-ting
un-de-cid-able	un-de-cid-a-ble
s-tu-den-t	stu-dent
lu-mi-nary	lu-mi-nar-y
d-ab-bing	dab-bing
avert	a-vert
brandy	bran-dy
emi-rate	e-mir-ate
enor-mous-ly	e-nor-mous-ly
over-board	o-ver-board
bo-som	bos-om
bolero	bo-le-ro
flab-ber-gast-ed	flabbergasted
even-tu-al	e-ven-tu-al
re-deemer	re-deem-er
penol-o-gy	pe-nol-o-gy
fil-l	fill
elec-tric-i-ty	e-lec-tric-i-ty
brutish	brut-ish
peep-s	peeps
e-m-anate	em-a-nate
reval-u-a-tion	re-val-u-a-tion
moth-bal-l	moth-ball
leav-ened	leavened
dis-burse-men-t	dis-burse-ment
re-silience	re-sil-ience
c-om-men-da-tion	com-men-da-tion
mort-gagor	mort-ga-gor
o-culist	oc-u-list
monomolec-u-lar	mon-o-mo-lec-u-lar
iso-la-tion	i-so-la-tion
ringlet	ring-let
mud-dling	muddling
s-moth-ered	smothered
pec-toral	pec-to-ral
sophist	soph-ist
e-s-pe-cial	es-pe-cial
in-fin-ite-ly	in-fi-nite-ly
lemon-ade	lem-on-ade
id-io-cy	id-i-o-cy
grid-iron	grid-i-ron
table-land	ta-ble-land
tute-lage	tu-te-lage
con-certi-na	con-cer-ti-na
squashy	squash-y
cox-com-b	cox-comb
devo-tee	dev-o-tee
n-od-ule	nod-ule
metro	met-ro
loafer	loaf-er
geri-atric	ger-i-at-ric
mandible	man-di-ble
over-ac-t	o-ver-act
antler	ant-ler
au-dio	au-di-o
spon-sored	sponsored
sunspot	sun-spot
in-ter-vie-wee	in-ter-view-ee
pass-able	pass-a-ble
posse	pos-se
sanc-tu-ary	sanc-tu-ar-y
planter	plant-er
be-fud-dling	befuddling
pre-fab-ri-cat-ed	prefabricated
couloir	cou-loir
tele-work-ing	teleworking
s-ta-sis	sta-sis
car-roty	car-rot-y
rein-ven-t	re-in-vent
pom-p	pomp
rhodi-um	rho-di-um
dan-druf-f	dan-druff
re-luc-tan-t	re-luc-tant
s-tain	stain
chromi-um	chro-mi-um
cretinous	cre-tin-ous
nifty	nif-ty
s-traight-away	straight-a-way
colo-nial-ist	co-lo-ni-al-ist
fluffy	fluff-y
in-ter-change-able	in-ter-change-a-ble
opin-ion-at-ed	o-pin-ion-at-ed
gan-g-ly	gan-gly
monog-a-mous	mo-nog-a-mous
s-lum	slum
poseur	po-seur
fem-i-nis-m	fem-i-nism
ca-cao	ca-ca-o
loutish	lout-ish
frilli-er	fril-li-er
ar-gen-t	ar-gent
pan-the-is-m	pan-the-ism
vis-ual	vis-u-al
re-as-sur-ing	reassuring
trade-marked	trademarked
s-nip-pet	snip-pet
kudu	ku-du
ar-chi-pel-ago	ar-chi-pel-a-go
s-mug	smug
im-mutable	im-mu-ta-ble
mu-nif-i-cen-t	mu-nif-i-cent
s-cant	scant
ri-boflavin	ri-bo-fla-vin
in-com-bustible	in-com-bus-ti-ble
bailout	bail-out
f-reaky	freak-y
dul-l	dull
pa-pyrus	pa-py-rus
palmist	palm-ist
blowup	blow-up
pre-dictably	pre-dict-a-bly
handy-man	hand-y-man
steplad-der	step-lad-der
tor-ren-t	tor-rent
elec-tri-fi-ca-tion	e-lec-tri-fi-ca-tion
meta-phys-i-cal	met-a-phys-i-cal
shoplifter	shop-lift-er
laugh-ably	laugh-a-bly
trans-plan-t	trans-plant
ques-tion-able	ques-tion-a-ble
bre-viary	bre-vi-ar-y
at-tack-ing	attacking
arabesque	ar-a-besque
u-n-ac-cept-ably	un-ac-cept-a-bly
bar-bar-ian	bar-bar-i-an
pi-anis-si-mo	pi-a-nis-si-mo
symp-to-matic	symp-to-mat-ic
buoy-an-t	buoy-ant
d-u-al-is-m	du-al-ism
in-tu-ition	in-tu-i-tion
craven	cra-ven
wolfish	wolf-ish
dessert	des-sert
sinew	sin-ew
bitchy	bitch-y
elec-tive	e-lec-tive
re-pro-ducibly	re-pro-duc-i-bly
e-mery	em-er-y
bean-ery	bean-er-y
land-fal-l	land-fall
shiv-er-ing	shivering
ranch-ing	ranching
break-away	break-a-way
s-nub	snub
apex	a-pex
usurp	u-surp
em-body	em-bod-y
re-new-able	re-new-a-ble
con-for-m	con-form
az-imuth	az-i-muth
misog-y-nist	mi-sog-y-nist
ra-dio-graph-ic	ra-di-o-graph-ic
sub-stan-dard	sub-stand-ard
land-for-m	land-form
per-cip-i-en-t	per-cip-i-ent
ar-bi-trary	ar-bi-trar-y
nightin-gale	night-in-gale
syco-phan-tic	syc-o-phan-tic
u-nion-i-sa-tion	un-ion-i-sa-tion
an-tibi-ot-ic	an-ti-bi-ot-ic
spiny	spin-y
un-demon-stra-tive	un-de-mon-stra-tive
propo-si-tion	prop-o-si-tion
s-tates-man-ship	states-man-ship
mimicry	mim-ic-ry
mi-mosa	mi-mo-sa
mer-ce-nary	mer-ce-nar-y
in-quiry	in-quir-y
de-mount-able	de-mount-a-ble
forte	for-te
tawdry	taw-dry
fly-away	fly-a-way
preda-to-ry	pred-a-to-ry
archer	arch-er
despo-tism	des-pot-ism
s-cat-tered	scattered
re-newed	renewed
potable	po-ta-ble
s-laugh-ter-house	slaugh-ter-house
un-der-stand-ably	un-der-stand-a-bly
fir-m	firm
pre-dictabil-i-ty	pre-dict-a-bil-i-ty
grater	grat-er
i-nan-i-mate	in-an-i-mate
stretchy	stretch-y
seis-mome-ter	seis-mom-e-ter
l-itur-gi-cal	li-tur-gi-cal
re-doubtable	re-doubt-a-ble
mushy	mush-y
as-para-gus	as-par-a-gus
sub-ter-ranean	sub-ter-ra-ne-an
dis-senter	dis-sent-er
non-con-for-mi-ty	non-con-form-i-ty
as-segai	as-se-gai
diplo-mat-ic	dip-lo-mat-ic
screwy	screw-y
ex-cep-t	ex-cept
medic-i-nal	me-dic-i-nal
s-teel	steel
cal-care-ous	cal-car-e-ous
pre-dictable	pre-dict-a-ble
frag-men-t	frag-ment
s-cal-a-bil-i-ty	scal-a-bil-i-ty
re-sent-men-t	re-sent-ment
defuse	de-fuse
as-cen-dan-t	as-cend-ant
epi-gram-mat-ic	ep-i-gram-mat-ic
toluene	tol-u-ene
d-well	dwell
avoid	a-void
i-n-alien-able	in-al-ien-a-ble
mela-tonin	mel-a-to-nin
burn-ings	bur-nings
s-teeple-jack	stee-ple-jack
par-si-mo-nious	par-si-mo-ni-ous
pro-cure-men-t	pro-cure-ment
metaphor	met-a-phor
mas-tery	mas-ter-y
doc-tor-ing	doctoring
can-dlelit	can-dle-lit
oper-a	o-pe-ra
in-frared	in-fra-red
s-tat-uette	stat-u-ette
s-caf-fold	scaf-fold
gable	ga-ble
k-ilo-hertz	kil-o-hertz
pro-ject-ing	projecting
pig-gery	pig-ger-y
mis-chievous	mis-chie-vous
grandios-i-ty	gran-di-os-i-ty
post-mod-ernist	post-mod-ern-ist
metronome	met-ro-nome
epig-ra-phy	e-pig-ra-phy
de-for-m	de-form
frontal	fron-tal
im-mi-nen-t	im-mi-nent
docile	doc-ile
rein-vig-o-rate	re-in-vig-or-ate
de-crepi-tude	de-crep-i-tude
sisal	si-sal
psy-chother-a-py	psy-cho-ther-a-py
sacra-men-tal	sac-ra-men-tal
para-phrase	par-a-phrase
in-spec-t	in-spect
manda-to-ry	man-da-to-ry
samu-rai	sam-u-rai
polem-i-cal	po-lem-i-cal
dolomite	do-lo-mite
gelati-nous	ge-lat-i-nous
c-on-cil-iar	con-cil-i-ar
foot-balling	foot-ball-ing
punky	punk-y
treat-men-t	treat-ment
im-pu-den-t	im-pu-dent
sedi-tious	se-di-tious
satyr	sa-tyr
over-rate	o-ver-rate
literati	lit-e-ra-ti
timid	tim-id
cheru-bic	che-ru-bic
en-graver	en-grav-er
cine	cin-e
en-tre-pre-neur-ial	en-tre-pre-neur-i-al
iso-la-tion-is-m	i-so-la-tion-ism
par-tici-ple	par-ti-ci-ple
t-suna-mi	tsu-na-mi
seg-ment-ed	seg-men-ted
s-mut	smut
ret-i-cen-t	ret-i-cent
el-e-men-t	el-e-ment
gan-glion	gan-gli-on
meta-mor-phis-m	met-a-mor-phism
over-haul	o-ver-haul
un-con-ge-nial	un-con-gen-ial
plat-i-tudi-nous	plat-i-tu-di-nous
meta-physic-s	met-a-phys-ics
grenadier	gren-a-dier
s-cout	scout
bawdy	bawd-y
de-scen-t	de-scent
do-lor-ous	dol-or-ous
com-ple-men-tary	com-ple-men-ta-ry
sier-ra	si-er-ra
paci-fy	pac-i-fy
sel-l	sell
de-cryp-t	de-crypt
randy	rand-y
chimera	chi-me-ra
tra-chea	tra-che-a
showjumper-s	show-jum-pers
suprema-cy	su-prem-a-cy
joyrid-ing	joy-rid-ing
usurer	u-su-rer
at-tribute	at-trib-ute
tempter	tempt-er
fragili-ty	fra-gil-i-ty
rata-touille	ra-ta-touille
white-washed	whitewashed
unlov-able	un-lov-a-ble
en-joy-men-t	en-joy-ment
fel-la-tio	fel-la-ti-o
high-lighter	high-ligh-ter
s-cu-ba	scu-ba
cheva-lier	chev-a-lier
k-i-lo	ki-lo
hobo	ho-bo
seraph-ic	se-raph-ic
dogged	dog-ged
ivy	i-vy
where-about-s	where-a-bouts
s-par-row	spar-row
trans-plant-ed	transplanted
dis-con-ti-nu-ity	dis-con-ti-nu-i-ty
va-grancy	va-gran-cy
cor-nu-copi-a	cor-nu-co-pi-a
archival	ar-chi-val
raider	raid-er
cen-tipede	cen-ti-pede
s-now-fal-l	snow-fall
seaborne	sea-borne
teenaged	teen-aged
bio-met-ric	bi-o-met-ric
unabridged	un-a-bridged
heretic	her-e-tic
sabra	sa-bra
u-p-land	up-land
re-assem-ble	re-as-sem-ble
hefty	heft-y
mega-lo-ma-ni-a	meg-a-lo-ma-ni-a
ex-citable	ex-cit-a-ble
shifty	shift-y
beanstalk	bean-stalk
u-n-a-mused	un-a-mused
mil-lenar-i-an	mil-le-nar-i-an
de-tec-t	de-tect
u-n-ad-dressed	un-ad-dressed
chim-p	chimp
place-men-t	place-ment
d-if-fer-en-tial-ly	dif-fer-en-tial-ly
poly-tech-nic	pol-y-tech-nic
hear-ken	heark-en
undis-cov-ered	un-dis-cov-ered
rhubar-b	rhu-barb
roguery	ro-guer-y
over-fly	o-ver-fly
glassy	glass-y
tena-cious-ly	te-na-cious-ly
debu-tante	deb-u-tante
pan-das	pan-das
gen-uine	gen-u-ine
s-trait	strait
wit-ti-cis-m	wit-ti-cism
galling	gall-ing
fa-nati-cis-m	fa-nat-i-cism
razzmataz-z	razz-ma-tazz
s-can-ner	scan-ner
fa-ther-ing	fathering
re-gen-t	re-gent
with-ered	withered
res-cuer	res-cu-er
re-vival-is-m	re-viv-al-ism
un-healthy	un-health-y
flaky	flak-y
ar-chaeopteryx	ar-chae-op-ter-yx
glam-orous	glam-or-ous
tro-po-sphere	trop-o-sphere
s-cab	scab
over-draw	o-ver-draw
castof-f	cast-off
hermeneu-tic-s	her-me-neu-tics
cuf-f	cuff
re-in-force-men-t	re-in-force-ment
pass-ably	pass-a-bly
poly-mor-phis-m	pol-y-mor-phism
me-nial	me-ni-al
pe-tit	pet-it
poly-thene	pol-y-thene
bear-able	bear-a-ble
un-bear-ably	un-bear-a-bly
nadir	na-dir
kayak	kay-ak
en-chan-t	en-chant
ori-en-t	o-ri-ent
c-on-cil-i-a-tion	con-cil-i-a-tion
ir-re-versible	ir-re-vers-i-ble
onyx	on-yx
tragedy	trag-e-dy
s-caf-fold-ing	scaf-fold-ing
jalopy	ja-lop-y
un-pre-dictably	un-pre-dict-a-bly
cur-tained	curtained
parox-ys-m	par-ox-ysm
cur-ricu-lum	cur-ric-u-lum
artiste	ar-tiste
flutist	flut-ist
tiny	ti-ny
wail-ing	wailing
g-lut-tony	glut-ton-y
par-ent-ing	parenting
s-low-ness	slow-ness
u-n-ap-pre-ci-at-ed	un-ap-pre-ci-at-ed
vizier	vi-zier
morale	mo-rale
hy-acinth	hy-a-cinth
deli	del-i
repos-i-to-ry	re-pos-i-to-ry
buoy	bu-oy
de-lin-eate	de-lin-e-ate
g-lid-ing	glid-ing
there-after	there-af-ter
cru-ci-for-m	cru-ci-form
s-corch-ing	scorch-ing
mesca-line	mes-ca-line
re-plan-t	re-plant
hy-drochlo-ride	hy-dro-chlo-ride
u-topi-an	u-to-pi-an
abroad	a-broad
macaw	ma-caw
em-bez-zle-men-t	em-bez-zle-ment
dauber	daub-er
ho-mo-gene-ity	ho-mo-ge-ne-i-ty
y-achts-man	yachts-man
s-ten-tor	sten-tor
undis-ci-plined	un-dis-ci-plined
vel-veteen	vel-vet-een
covenan-t	cov-e-nant
in-for-man-t	in-form-ant
emul-sion	e-mul-sion
de-moun-t	de-mount
nar-cis-sis-m	nar-cis-sism
stetho-scope	steth-o-scope
melan-cholic	mel-an-chol-ic
sup-ple-men-tary	sup-ple-men-ta-ry
bather	bath-er
un-event-ful	un-e-vent-ful
phi-lan-thropist	phi-lan-thro-pist
paramount-cy	par-a-mount-cy
petro-chem-i-cal	pet-ro-chem-i-cal
swindler	swin-dler
bulky	bulk-y
s-plin-t	splint
sunken	sunk-en
mantrap	man-trap
dugout	dug-out
pun-ish-able	pun-ish-a-ble
dero-gate	der-o-gate
lithi-um	lith-i-um
cursed	curs-ed
herbal-is-m	her-bal-ism
lisp-ing	lis-ping
s-loth	sloth
dishar-mo-ny	dis-har-mo-ny
liken	lik-en
naive-ly	na-ive-ly
con-flu-en-t	con-flu-ent
sali-vary	sal-i-var-y
valise	va-lise
retic-u-lat-ed	re-tic-u-lat-ed
di-ure-sis	di-u-re-sis
d-if-fu-sion	dif-fu-sion
con-vivial	con-viv-i-al
projec-t	proj-ect
s-to-ry-teller	sto-ry-tell-er
gospel	gos-pel
gen-uine-ness	gen-u-ine-ness
sleepi-ness	sleep-i-ness
s-lot	slot
par-a-bola	pa-rab-o-la
d-if-fer-ent-ly	dif-fer-ent-ly
trea-son-able	trea-son-a-ble
pizze-ri-a	piz-ze-ri-a
squally	squal-ly
tyran-ni-cal	ty-ran-ni-cal
dis-penser	dis-pens-er
geo-chem-istry	ge-o-chem-is-try
gal-lan-t	gal-lant
mus-cle-d	mus-cled
blue-bel-l	blue-bell
u-n-ap-proved	un-ap-proved
mi-crowave	mi-cro-wave
molec-u-lar	mo-lec-u-lar
codling	cod-ling
ru-inous	ru-in-ous
fly-over	fly-o-ver
defe-cate	def-e-cate
cylin-der	cyl-in-der
ful-l	full
s-can-dal	scan-dal
bar-baris-m	bar-ba-rism
mis-align-men-t	mis-a-lign-ment
pho-to-copy	pho-to-cop-y
over-pro-duc-tion	o-ver-pro-duc-tion
pre-dict-ed	predicted
os-tracis-m	os-tra-cism
gavotte	ga-votte
in-hala-tion	in-ha-la-tion
shad-owy	shad-ow-y
over-sup-ply	o-ver-sup-ply
fussy	fuss-y
u-nim-por-tance	un-im-por-tance
abaft	a-baft
con-flic-t	con-flict
friendlily	friend-li-ly
my-opi-a	my-o-pi-a
melo-di-ous	me-lo-di-ous
aor-tic	a-or-tic
recog-ni-tion	rec-og-ni-tion
ran-corous	ran-cor-ous
vi-o-len-t	vi-o-lent
nymp-holep-sy	nym-pho-lep-sy
plat-for-m	plat-form
ap-pendage	ap-pend-age
poly-glot	pol-y-glot
wom-ankind	wom-an-kind
ex-porter	ex-port-er
rafter	raft-er
ex-piry	ex-pi-ry
in-cor-rupt-ible	in-cor-rupt-i-ble
steam-roller	steam-roll-er
chivvy	chiv-vy
an-thro-pocen-tric	an-thro-po-cen-tric
cider	ci-der
irid-i-um	i-rid-i-um
sain-t	saint
me-thio-n-ine	me-thi-o-nine
okapi	o-ka-pi
beamy	beam-y
tele-gram	tel-e-gram
in-ter-molec-u-lar	in-ter-mo-lec-u-lar
s-nap-shot	snap-shot
hosepipe	hose-pipe
onus	o-nus
wave-for-m	wave-form
chemist	chem-ist
award	a-ward
man-i-festo	man-i-fes-to
mealie	meal-ie
co-pra	cop-ra
un-fath-ome-d	un-fath-omed
ra-dio-g-ra-pher	ra-di-og-ra-pher
eosin	e-o-sin
s-now-stor-m	snow-storm
s-mug-gler	smug-gler
b-lench	blench
cesspit	cess-pit
pro-nounce-men-t	pro-nounce-ment
jeal-ousy	jeal-ous-y
pe-ri-as-tron	per-i-as-tron
derelic-t	der-e-lict
dis-obe-di-en-t	dis-o-be-di-ent
hia-tus	hi-a-tus
even	e-ven
in-flat-able	in-flat-a-ble
naval	na-val
mayflow-er	may-flow-er
beeswax	bees-wax
makeshift	make-shift
heavy-weight	heav-y-weight
edit-ed	edited
s-pace	space
op-por-tunis-m	op-por-tun-ism
con-sul-tan-cy	con-sult-an-cy
vestal	ves-tal
hon-our	ho-nour
mono-ton-ic	mon-o-ton-ic
paramour	par-a-mour
hazel	ha-zel
await	a-wait
aro-ma	a-ro-ma
un-in-tel-li-gen-t	un-in-tel-li-gent
plumy	plum-y
trea-sure	treas-ure
tenon	ten-on
navy	na-vy
guinea	guin-ea
d-if-fi-dence	dif-fi-dence
book-stal-l	book-stall
vanil-la	va-nil-la
siphon	si-phon
cousin	cous-in
r-eread	re-read
precipice	prec-i-pice
chi-canery	chi-can-er-y
buz-z	buzz
ex-trem-is-m	ex-trem-ism
loca-tive	loc-a-tive
par-adis-e	par-a-dise
s-mashed	smashed
humbly	hum-bly
musty	mus-ty
an-throp-ic	an-thro-pic
creaky	creak-y
car-cino-gen-e-sis	car-cin-o-gen-e-sis
mer-chan-t	mer-chant
sa-tanis-m	sa-tan-ism
ex-e-cutable	ex-e-cut-a-ble
s-cut-tle	scut-tle
gui-tarist	gui-tar-ist
h-m-m	hmm
im-munol-o-gy	im-mu-nol-o-gy
pre-cau-tion-ary	pre-cau-tion-ar-y
s-tun	stun
in-sec-t	in-sect
zigza-g	zig-zag
in-com-men-su-rable	in-com-men-su-ra-ble
renter	rent-er
un-rol-l	un-roll
bistro	bis-tro
n-erve	nerve
skele-ton	skel-e-ton
prefer-ably	pref-er-a-bly
semi-con-scious	sem-i-con-scious
glas-nos-t	glas-nost
sub-con-trac-t	sub-con-tract
prairie	prai-rie
cation	cat-i-on
by-stander	by-stand-er
chateau	cha-teau
facile	fac-ile
triplet	tri-plet
whisker	whisk-er
s-abo-teur	sab-o-teur
un-in-ter-pretable	un-in-ter-pret-a-ble
maser	ma-ser
nor-m	norm
in-tegri-ty	in-teg-ri-ty
busi-ly	bus-i-ly
in-de-ter-minable	in-de-ter-mi-na-ble
peri-patet-ic	per-i-pa-tet-ic
prepara-to-ry	pre-par-a-to-ry
sepul-chral	se-pul-chral
ap-point-men-t	ap-point-ment
t-ele-con-fer-ence	tel-e-con-fer-ence
bal-moral	bal-mor-al
climber	climb-er
war-m	warm
un-no-tice-able	un-no-tice-a-ble
church-war-den	church-ward-en
precinc-t	pre-cinct
s-tu-dious-ly	stu-di-ous-ly
panache	pa-nache
poignan-t	poign-ant
ex-u-ber-an-t	ex-u-ber-ant
busty	bust-y
re-fin-ery	re-fin-er-y
u-n-avoid-able	un-a-void-a-ble
pi-quan-t	pi-quant
con-tin-gen-t	con-tin-gent
quizzi-cal	quiz-zi-cal
hin-t	hint
u-n-am-bigu-ous-ly	un-am-big-u-ous-ly
heather	heath-er
look-ing	looking
over-spill	o-ver-spill
verisimil-i-tude	ver-i-si-mil-i-tude
sar-cas-m	sar-casm
jam-boree	jam-bo-ree
pun-gen-t	pun-gent
rapi-er	ra-pi-er
ef-fi-cien-t	ef-fi-cient
stylis-tic	sty-lis-tic
arthro-pod	ar-thro-pod
odome-ter	o-dom-e-ter
mover	mov-er
s-cold	scold
metal-lic	me-tal-lic
swar-m	swarm
un-war-rantable	un-war-rant-a-ble
s-low-poke	slow-poke
dandy	dan-dy
hy-dran-t	hy-drant
bubon-ic	bu-bon-ic
com-pact-ed	compacted
mam-malian	mam-ma-li-an
myx-o-mato-sis	myx-o-ma-to-sis
pre-or-dained	preordained
tremu-lous	trem-u-lous
l-it-i-gate	lit-i-gate
n-im-bus	nim-bus
fed-er-al-is-m	fed-er-al-ism
syn-di-cal-is-m	syn-di-cal-ism
phys-iog-no-my	phys-i-og-no-my
arum	ar-um
rat-tlesnake	rat-tle-snake
myelin	my-e-lin
cameo	cam-e-o
trashy	trash-y
comet	com-et
comi-ty	com-i-ty
leucine	leu-cine
s-melly	smell-y
ei-de-t-ic	ei-det-ic
an-tipodes	an-tip-o-des
emit	e-mit
a-pos-tolic	ap-os-tol-ic
mar-itime	mar-i-time
blus-ter-ing	blustering
barefaced	bare-faced
con-denser	con-dens-er
s-tom-p	stomp
in-sol-ven-t	in-sol-vent
wispy	wisp-y
d-win-dling	dwindling
metonymy	me-ton-y-my
